"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NELL1",-0.950082867190498,8.3375593775835,-6.90944324998701,6.76979673090677e-11,1.53356780659738e-09,14.384221024152
"NECAP1",-0.669776700686705,9.74920671198146,-6.90025958200832,7.13074664975947e-11,1.60971228605185e-09,14.3338873307563
"ITFG1",-0.933609277186859,9.0039965268255,-6.8986664707971,7.19526336854308e-11,1.61864312009803e-09,14.3251599212978
"TCEAL6",-0.72329204396952,8.90399097548997,-6.89406557095894,7.3848342576157e-11,1.65745662997628e-09,14.2999619846813
"SCN3B",-0.738918370624789,8.56495185049761,-6.87726333142043,8.11987927338654e-11,1.79143685692549e-09,14.2080263289162
"LOC401261",0.798091138600108,9.00583755804221,6.87534245436443,8.20837183379209e-11,1.80890948486705e-09,14.1975245990332
"FBXL2",-0.624541677477892,8.93060575985045,-6.85509865088245,9.20073122288239e-11,2.00489394026952e-09,14.0869562156323
"R3HDM1",-0.616390821403504,8.24545410347749,-6.84229844145593,9.88825008998814e-11,2.13112200553477e-09,14.0171452215534
"PPP3CB",-0.705534762932156,10.4518917014071,-6.8414758432142,9.93412420225034e-11,2.1360407933968e-09,14.0126615577656
"OLFM3",-0.63221168739121,7.34122162981194,-6.83613243355233,1.02372578382563e-10,2.1987505549076e-09,13.9835446554802
"SYT1",-1.41833129999247,9.50363013290607,-6.83544882816084,1.02766905873145e-10,2.20478635213398e-09,13.9798205995269
"ATP2B3",-0.605087102209717,7.43962889367378,-6.816006483381,1.14630218928009e-10,2.39333629841215e-09,13.8739997730848
"SYAP1",0.615367947160546,9.56295106851691,6.81332015670621,1.16372012768833e-10,2.42709860286037e-09,13.859393029513
"CAP2",-1.04917540731633,10.842254264908,-6.80395006427953,1.22654008067867e-10,2.54177246325092e-09,13.8084711281446
"DCLRE1C",0.718168881934382,9.48913612421508,6.80343144456457,1.23011296764301e-10,2.5464647061027e-09,13.8056539280413
"MYBPC1",0.633016836667671,9.773378776545,6.79887263673115,1.2619639125636e-10,2.59857733064287e-09,13.7808956058561
"ARID4B",0.649783047248934,9.12633271912417,6.79170126763493,1.31371899746699e-10,2.67937884864656e-09,13.7419692649737
"TAGLN3",-0.860731056762673,8.19992391776719,-6.79151173268943,1.31511483074203e-10,2.67937884864656e-09,13.7409408052633
"NUBPL",0.65695885645902,10.2925925612224,6.79134412908188,1.31635036708264e-10,2.67937884864656e-09,13.7400313645712
"HYDIN",0.675681477361132,7.23715782654788,6.79036047174183,1.32362474514426e-10,2.69137031512665e-09,13.7346941779085
"BASP1",-0.637211564105443,12.5126812871632,-6.78979602183454,1.32781684681028e-10,2.69707599395421e-09,13.731631765
"NSF",-0.833997770099431,11.7622519744931,-6.77990671524522,1.4034210217097e-10,2.82703619683738e-09,13.678002735545
"RIMBP2",-0.751883175832122,8.17129456282679,-6.7780079495149,1.41841483634707e-10,2.84839363266024e-09,13.6677113262055
"THOC2",0.679052850902645,9.33807880943883,6.77304835607133,1.45832697455833e-10,2.90456341841663e-09,13.6408383881804
"WWOX",0.931454013225702,8.07760606912569,6.76637034801283,1.51381975750854e-10,3.00279497057684e-09,13.6046734560724
"CRACDL",-0.699592470463644,10.4659607978167,-6.76594016555391,1.51746491963034e-10,3.00696027200477e-09,13.6023445404378
"TSPYL1",-0.89234336966555,10.1942042713569,-6.76118752368978,1.55831624560516e-10,3.07226705402541e-09,13.5766207947726
"ZCCHC12",-0.904584151997228,8.55536934025258,-6.75904420484973,1.57709160949846e-10,3.09986117466976e-09,13.5650236746339
"YWHAE",-0.977565710212296,8.91453157264034,-6.74830818112542,1.67454289304529e-10,3.26437692626049e-09,13.5069669020636
"MAGEE1",-0.656420128184401,10.2532034102855,-6.74556259388017,1.70040202717674e-10,3.30550679788533e-09,13.4921287983003
"SLC9A6",-0.594548885062712,9.75891840154494,-6.74168669308094,1.73757742427604e-10,3.36433025860573e-09,13.4711884061121
"PLPPR4",-0.839787157715548,9.53117227846682,-6.73616493746787,1.79192457921483e-10,3.45923218124419e-09,13.4413687112585
"SERPINI1",-1.10009337172773,9.99640399688934,-6.73414549111352,1.81221581498358e-10,3.48457584424561e-09,13.4304666457927
"AGO2",0.603311023101786,9.50061236999812,6.72840426181693,1.87114706423558e-10,3.59079395689943e-09,13.399483375188
"TPM2",0.631226821850462,8.23165153382551,6.72346820925143,1.92331883603742e-10,3.67280286854291e-09,13.3728583603727
"EID2",-0.580061331955516,7.64451679408856,-6.71456597737359,2.02105606052461e-10,3.8034555011362e-09,13.3248702859722
"SUCLA2",-0.673685450753202,9.23364774971615,-6.71033726309856,2.06917994437765e-10,3.88598468471388e-09,13.3020888705676
"COPG2IT1",-0.77129335800865,9.57159859091844,-6.70880948919435,2.08684233758975e-10,3.90632801913164e-09,13.2938604515756
"RMDN1",0.594055799559709,7.81939154944195,6.70220769448595,2.16488645613757e-10,4.03124646411301e-09,13.2583172410013
"SAP25",0.650121539737998,8.05526886653482,6.69752805672705,2.22194043250246e-10,4.12564302252532e-09,13.2331357851003
"LDB2",-0.795212902345092,10.904733486916,-6.69312976505628,2.27691218948437e-10,4.21517321756418e-09,13.2094781976929
"DYNLT3",-0.666845104120026,9.13077813282096,-6.69126813464313,2.30058085848994e-10,4.23832814576331e-09,13.1994677354502
"NECAB1",-1.09244239239206,10.0868689212527,-6.68732188679434,2.35155684910798e-10,4.30065269988648e-09,13.1782534586672
"SCG5",-0.709399844664106,11.7647720611798,-6.68457455617096,2.38770046320863e-10,4.35447641176914e-09,13.1634889133744
"SLC16A9",0.70775294976216,9.33248084765212,6.68219215038556,2.41948540467535e-10,4.40418769780895e-09,13.1506885722344
"XK",-0.613033803063594,7.37955629670502,-6.67701420690926,2.49001011059375e-10,4.50684249417887e-09,13.1228779532172
"GRINA",-0.622233237669028,7.8521374389408,-6.67089720849514,2.57593492374493e-10,4.63692115459321e-09,13.0900409409439
"REEP1",-0.662027064505682,9.44864927454108,-6.66650829802355,2.6393768200265e-10,4.73797357388337e-09,13.0664921018022
"GPER1",0.73421878929035,9.58734573633137,6.66426582983458,2.67238281154667e-10,4.7839831766225e-09,13.054463787189
"ELAVL4",-0.69124026822334,8.20169917999165,-6.6607681467984,2.72467631537916e-10,4.850821264498e-09,13.035707685462
"NEFM",-1.12128327234577,9.98521923048873,-6.66045504365657,2.72940629957015e-10,4.85480047379667e-09,13.0340289886863
"DDX27",0.778722800174364,8.4162320789102,6.63621545108213,3.12119724523384e-10,5.41313522237124e-09,12.9042181876744
"ARHGDIG",-0.685643002475534,7.7409655015291,-6.6239258961752,3.34047185844293e-10,5.74732465901335e-09,12.8385166021656
"DACH2",-0.746631089643481,7.76927653964451,-6.62221943054533,3.37209363024131e-10,5.78638182988234e-09,12.8293996348802
"TNFRSF9",0.581974648778042,8.54984101383402,6.62152040622984,3.38513180672102e-10,5.80363698916161e-09,12.8256654504364
"SLITRK1",-0.75561921720823,8.82655028359069,-6.61591446401979,3.49150307524104e-10,5.92337910558984e-09,12.7957274628855
"CYP4X1",-0.668161982185274,9.12629506153636,-6.61242196397882,3.55942768721294e-10,6.0281029909031e-09,12.7770841390042
"PPP3R1",-0.747932386390703,9.77991121102543,-6.59947790133973,3.82270042724372e-10,6.40705664200996e-09,12.708041261105
"ANO3",-0.819106763638496,8.90605922148163,-6.59903724054611,3.83199242346403e-10,6.41710331912104e-09,12.7056922968234
"MAL2",-0.966028121730656,7.88428179999139,-6.59598808623493,3.89690000004643e-10,6.49767165897598e-09,12.6894413278784
"PDE9A",0.584820301351778,8.12652282242041,6.59134818510145,3.99775019231078e-10,6.63756151810372e-09,12.6647212690478
"SLITRK4",-0.741862444166791,8.96130057772818,-6.58068238240387,4.23941070165989e-10,6.97924643346869e-09,12.6079384327371
"KRCC1",0.587193439127278,8.6714403327861,6.58042153424887,4.24549737397505e-10,6.98335869824011e-09,12.6065504487652
"TRIM36",-0.6735683183147,8.10162666290479,-6.57842898929633,4.29227619640684e-10,7.04838839712073e-09,12.5959491769445
"GSDMB",0.730500277383456,8.74295671770903,6.57186768007899,4.4499273780219e-10,7.26435711819867e-09,12.5610542420229
"NAP1L2",-0.712965256120491,7.63017804400124,-6.57128992072086,4.46407919296649e-10,7.28135096529212e-09,12.5579826027845
"ZNF365",-0.813745509283805,10.6247429222965,-6.55982853868646,4.75414489951206e-10,7.6836300331898e-09,12.4970837565659
"NAP1L3",-0.995834136322768,10.2725794857927,-6.55923347374278,4.76970076461602e-10,7.70237403972308e-09,12.4939237747891
"PNMA2",-0.871677247300462,11.2819031333366,-6.55864888849799,4.78503141400256e-10,7.72072357256018e-09,12.4908196198568
"NUDT11",-0.770238139878621,8.99508919278822,-6.55748165188344,4.81578711643366e-10,7.76391064612117e-09,12.4846221018856
"AASDHPPT",-0.747340240311542,9.46106881812046,-6.55324948489798,4.92894017184653e-10,7.92008644128503e-09,12.4621569857036
"TSPAN13",-1.04639507605933,9.35871601440011,-6.54935937081497,5.0352517787504e-10,8.07091963448962e-09,12.4415156385989
"COX19",0.696387054469981,9.61448614665516,6.54891894307659,5.04742926175568e-10,8.08377991806615e-09,12.4391791721389
"VIP",-0.653605327890244,8.72576406120878,-6.54544778072199,5.14442318855188e-10,8.19192559951154e-09,12.420768157233
"PRMT2",0.803139348560481,8.92087330154024,6.53837497011717,5.34776387077376e-10,8.43975159459746e-09,12.3832731602246
"NBEA",-0.735409742208717,8.59385853714309,-6.53749173747276,5.37370514364281e-10,8.47326926752975e-09,12.3785926945686
"STX1A",-0.84983711995007,9.05117841770924,-6.52838269671734,5.64856919721865e-10,8.87130815243566e-09,12.3303450528933
"DIRAS2",-1.0456800260994,9.59663246414216,-6.52309077146248,5.81455224057943e-10,9.08798169071768e-09,12.3023350423589
"MKNK2",0.746984379478603,9.54498261591387,6.51867629016458,5.9566752074671e-10,9.27287542896818e-09,12.2789803549502
"CALD1",0.921602550947534,8.65931062931278,6.4993821739895,6.61898890315081e-10,1.01576423553952e-08,12.1770234403743
"FLNC",0.625864679041753,8.06392586009628,6.49573286470268,6.75216154949812e-10,1.0337554019802e-08,12.1577608513293
"DENND4C",0.601451934515667,8.39627814278901,6.49504595083116,6.7775217233402e-10,1.03682228942199e-08,12.1541358024034
"LDHA",-0.612914606262264,11.0664309066432,-6.487708506288,7.05432318694802e-10,1.07242246011579e-08,12.11542918315
"KCNN3",0.595458349874075,7.75017968906622,6.47858648024021,7.41398081713601e-10,1.11836164899728e-08,12.0673474640596
"TNFSF14",0.639002610947142,10.7844934008209,6.47431143416784,7.58867917048031e-10,1.14029427010329e-08,12.0448288019701
"PCDH7",-0.779250819336862,7.90095647624926,-6.47190577981696,7.68875791098655e-10,1.15444089652691e-08,12.032161278279
"ELMOD1",-0.877874335931747,8.71987801445211,-6.47099848016462,7.72683883598146e-10,1.15926412420481e-08,12.0273844664528
"CPLX2",-0.589892920809616,7.57484699031072,-6.45945732193818,8.22772221330832e-10,1.21659001936753e-08,11.9666592288153
"PLA2G2D",0.675975787757834,8.99417212539191,6.42946066872784,9.6836604290222e-10,1.40727668624603e-08,11.8091535850796
"TMEM130",-0.581823559735736,8.90568014837803,-6.41712358658335,1.03534212627648e-09,1.49456397887344e-08,11.7445112693197
"CPLX1",-0.678397801782925,10.2759649330335,-6.41692186919486,1.03647419233954e-09,1.49508905179652e-08,11.7434550004301
"CPNE4",-0.761412163705209,8.28635836834656,-6.41346950723146,1.05603892703977e-09,1.51768548606108e-08,11.7253804412795
"MAP4",-0.929458244621736,9.80769378422103,-6.41241134075335,1.06210794206862e-09,1.52415622748623e-08,11.719841753518
"CADPS",-0.820818065072939,8.93404934497343,-6.41076214290293,1.07163514940288e-09,1.53556320855895e-08,11.7112106468871
"JAZF1",-0.588076319081209,8.47353961632868,-6.40670110933279,1.09545461508598e-09,1.56393626962275e-08,11.6899632642544
"GABRA2",-0.59661538054589,8.92060298203366,-6.36925268727345,1.34110068365306e-09,1.857400583858e-08,11.4944433246982
"MYT1L",-0.994974387554965,9.26060197507452,-6.34474283964305,1.53038083738658e-09,2.0883366560102e-08,11.3668792502756
"PNMA1",-0.596979588918991,8.74998039617269,-6.33934418352799,1.57547272292237e-09,2.14235665376285e-08,11.3388244129573
"TAGLN",0.669088327024917,9.60793397997534,6.3383664199752,1.58377783068314e-09,2.1521461457586e-08,11.3337449991487
"GABRG2",-0.92400304040874,10.0510370131054,-6.33476119476263,1.61477372574308e-09,2.18583842612208e-08,11.3150205198141
"APLNR",0.977784126485812,8.95125655253716,6.33471650450942,1.6151616633752e-09,2.18583842612208e-08,11.3147884553874
"ALG1",0.86293763023147,7.8372173972676,6.32787991415481,1.6755978825469e-09,2.25331438814651e-08,11.2793004706791
"SNAP25",-0.7065396361141,13.3207464631219,-6.32709720094832,1.68265724705883e-09,2.26124498415177e-08,11.2752390890436
"C1QTNF1",0.617503314795574,7.99738238106124,6.3131961366355,1.81300890475596e-09,2.4048630046112e-08,11.2031632530881
"TUBA1C",0.606592199015017,8.37339449954096,6.30718829550546,1.87236722077873e-09,2.47012838977175e-08,11.1720452069426
"LOC729609",0.592021977489762,8.1108768343735,6.2796651296682,2.1696120915894e-09,2.7996340643394e-08,11.0297354151403
"ADCY1",-0.604953354083414,10.104325842352,-6.27292831775163,2.24915183667887e-09,2.87746519328956e-08,10.9949647112816
"BTBD10",-0.588915211651457,8.74815476563358,-6.26698290866372,2.32172043457938e-09,2.95283385205753e-08,10.9642990770556
"NLK",-0.598073129871597,8.71435327145246,-6.26524496739669,2.34336411887415e-09,2.97647012984152e-08,10.9553386222878
"INA",-0.922650456122573,10.1347507504367,-6.25477652841839,2.47798588700993e-09,3.11896037356573e-08,10.901400230664
"EPB41L3",-0.795382166471561,10.1183693481473,-6.24971173611422,2.54581421448525e-09,3.1898904571583e-08,10.8753253606154
"ELOVL4",-0.607396683593988,9.58182408912622,-6.24091781528269,2.66793742455313e-09,3.32577798490578e-08,10.8300851000317
"PREPL",-0.737658677159763,10.9266133109826,-6.23309230307791,2.7814338346767e-09,3.44299751838256e-08,10.7898622188303
"SYBU",-0.61765082667542,10.3752284800638,-6.23207097996888,2.79659166067861e-09,3.45297443687468e-08,10.7846151136121
"GADD45G",0.650450257727877,8.48284017059946,6.23069540927081,2.8171351719393e-09,3.469533753846e-08,10.7775489406283
"MT2A",0.627745681805813,11.0019489688851,6.21713650792791,3.02772083944361e-09,3.67080497288057e-08,10.7079534670955
"SV2B",-0.853538181907366,9.89139148853185,-6.21592408878696,3.04728655309544e-09,3.69222596741496e-08,10.701735225834
"EPHA4",-0.880219307079871,8.86088584474635,-6.21140862089687,3.12125342857251e-09,3.76543524281416e-08,10.678583423695
"EIF2AK4",0.632599220772,9.60339862469101,6.18188005675467,3.65027432302596e-09,4.28394095897419e-08,10.5274596422573
"TMEM14A",-0.641054962151123,8.51000620083281,-6.17957138594655,3.69515982546956e-09,4.32530405821225e-08,10.5156643359927
"MAP2K1",-0.69492143295933,9.83624222354744,-6.17950389470665,3.69648011141733e-09,4.32530405821225e-08,10.5153195584423
"GNG2",-0.874036527394157,8.16979642547602,-6.17556043122857,3.77443211757521e-09,4.4085639001138e-08,10.4951788182716
"LEP",0.646806320047079,9.13638008567195,6.17318005099831,3.82226403717168e-09,4.45640718390197e-08,10.4830254773346
"TUSC3",-0.598354092123592,7.62388496704004,-6.16670684948597,3.95536505710365e-09,4.59781652605615e-08,10.4499915160276
"CDH13",-0.656569021162536,7.77718928909427,-6.16523662222953,3.98622335208696e-09,4.62815753032578e-08,10.4424918946512
"DSEL",0.767657597649955,7.76435075711755,6.15143922582348,4.28756154970992e-09,4.93132146546767e-08,10.372169682768
"NRGN",-0.719903773204618,11.0345854936017,-6.14278835294132,4.4877763668897e-09,5.12787083519123e-08,10.3281319035935
"SERINC1",-0.608592075568285,10.2323131665451,-6.14192216225756,4.50832124113569e-09,5.14832294784386e-08,10.3237247944383
"PGRMC1",-0.625575111920006,10.2717063949458,-6.14149853297107,4.51840271153093e-09,5.15378653948888e-08,10.32156955399
"CAMK1D",-0.711786440061953,9.77365364123169,-6.14093540778111,4.53183811674996e-09,5.16264101302172e-08,10.3187047736033
"HAUS2",0.614118120299508,10.5923797357243,6.14083972695587,4.53412482206389e-09,5.16264101302172e-08,10.3182180351189
"SLCO3A1",0.893296331422425,8.00263886701855,6.13602733317216,4.65060893266259e-09,5.27982492536064e-08,10.293743435064
"TMEM178A",-0.596306694782824,10.4049391872973,-6.12576713547787,4.90884067840637e-09,5.543884547946e-08,10.2416056709355
"GABBR2",-0.941966396021225,10.8080756999717,-6.12443379744382,4.9434140923986e-09,5.57227689689657e-08,10.2348345391562
"ATP6V1H",-0.641994424518193,9.25716785790327,-6.12316363031049,4.97657148087275e-09,5.59763609516202e-08,10.2283851306221
"LDOC1",-0.614239791855893,8.43648452724256,-6.11031868673977,5.32437890452422e-09,5.9453830673658e-08,10.1632140830454
"UCHL1",-0.943019308589812,10.5561217180797,-6.1099896970184,5.3335930760972e-09,5.95105433874859e-08,10.16154610537
"TRIM37",-0.654803084948547,8.4323175329167,-6.10617616012526,5.44154813556128e-09,6.04723501826882e-08,10.1422158861473
"VPS35",-0.600867766117161,10.0403664657184,-6.08761260339655,5.99840811778898e-09,6.59079749091224e-08,10.0482362691117
"MED15P9",0.662226920067494,9.51611673299325,6.08645243296568,6.03500709052471e-09,6.62353090662833e-08,10.0423692124865
"GAD2",-0.606885910612183,7.54163579611903,-6.07912729503973,6.2711932341455e-09,6.86339421503022e-08,10.0053429501176
"ATP1B1",-0.808699468383778,11.7173436920316,-6.07704901866596,6.33983761946525e-09,6.92683325306986e-08,9.99484340294609
"ADGRL1",-0.736233251472504,9.05311256978607,-6.07209738245212,6.50636882365738e-09,7.10074219160021e-08,9.96983728835563
"SULT4A1",-0.656963180085966,8.41425267212639,-6.0644323392969,6.77264518317822e-09,7.32974986760095e-08,9.93115546515708
"DGKB",-0.640570469022573,8.89474311902504,-6.06280403359846,6.8305712998662e-09,7.37888179892888e-08,9.9229424398175
"HPCA",-0.615267392070095,8.38493322134548,-6.05500850734854,7.1146883104222e-09,7.60685273804975e-08,9.88364321129162
"NPY",-0.65242498857308,8.87607768377757,-6.05144595829515,7.24835450129639e-09,7.73277029828545e-08,9.86569490397396
"SYN2",-0.854441569188168,9.85395161458767,-6.0423955778251,7.59908772198719e-09,8.06273980273439e-08,9.8201308393934
"OXR1",-0.629239008771038,10.6237073120516,-6.02837416888873,8.17554804609243e-09,8.5854284635139e-08,9.74963164120658
"STRIP2",0.639237421079683,9.51350267929181,6.02653487244955,8.25427614109544e-09,8.63848785136754e-08,9.74039197827373
"PIANP",-0.753783817966945,8.0610799809845,-6.02646806644533,8.25714959840877e-09,8.63848785136754e-08,9.74005641595877
"LRP11",-0.646107762699957,8.71388760303052,-6.02312350417121,8.40226530265458e-09,8.77615032336851e-08,9.72326012730598
"RASL11B",-0.672835865002517,8.71128646113166,-6.00842052617007,9.07040000588852e-09,9.38335532772911e-08,9.64949754953218
"ANKRD18A",0.660688375279326,7.48637024419496,6.00762242468966,9.10811988040006e-09,9.41737007187592e-08,9.64549711313919
"KCNK1",-0.619313283816856,8.72691852896905,-6.00617949335824,9.17670611738129e-09,9.47318431501977e-08,9.63826542526327
"LRFN5",-0.674067703418668,8.42408262285022,-6.00058268676229,9.44755604521348e-09,9.7064410287122e-08,9.6102265463782
"NAPB",-0.769738034714658,11.6640318691407,-5.99816437218079,9.56699552162434e-09,9.81360916474898e-08,9.59811679537447
"VSNL1",-1.00800588149328,11.2207523731268,-5.97324667895572,1.08870897288864e-08,1.0931469506419e-07,9.47353540603573
"NELL2",-1.06531716408654,10.0590550547679,-5.96502597789824,1.13605431626073e-08,1.13510925052976e-07,9.43251214527034
"RNF213",0.637705062824897,8.5373318282073,5.96308377429748,1.14753113063253e-08,1.14335935847304e-07,9.42282574275846
"ACSL4",-0.606822648577614,8.73435463811247,-5.96065129214279,1.16206531993025e-08,1.15606488039482e-07,9.41069721346117
"UBALD1",-0.596770890524283,7.31407131855315,-5.95859098646635,1.17451660864945e-08,1.16785481286201e-07,9.40042703862812
"CKMT1B",-0.676096751212715,8.54526795352237,-5.93394124679746,1.33400289196239e-08,1.30838519529718e-07,9.27774271104241
"STEAP2",-0.59966600112302,8.1974385359342,-5.91942515940537,1.43764667178279e-08,1.39527015392625e-07,9.20565846154583
"CHL1",-0.6553524426023,7.87864208712614,-5.90980546589992,1.51063074742181e-08,1.4530580184914e-07,9.15795591775277
"PCLO",-0.813068588974754,8.50375720555136,-5.90758408007259,1.52799286892646e-08,1.4675820945923e-07,9.14694802997341
"GABRA5",-0.68643247043598,7.62942135031631,-5.90450276504167,1.55239983866918e-08,1.48662147936337e-07,9.13168357063502
"ENC1",-1.07165816807041,11.0191016232463,-5.9030009785968,1.56443332578886e-08,1.49667198065513e-07,9.12424589858141
"MT1F",0.708584592149509,11.3276956127586,5.8892182045592,1.67922179436613e-08,1.58852585787897e-07,9.05604715557168
"SNCA",-0.710825170907964,8.4792142837607,-5.87649282214211,1.79249764929029e-08,1.67854724530991e-07,8.99317855869495
"RSPO2",-0.615453377559355,7.28426319055412,-5.8669610750092,1.88221003152217e-08,1.74992474932584e-07,8.94614962674019
"LPAR1",0.613785224940423,10.433057458199,5.86038864745669,1.94661317612958e-08,1.80205260677e-07,8.91375264353461
"CKMT1A",-0.738784906914058,9.07397764074082,-5.8421097504613,2.13727635335163e-08,1.94524137323991e-07,8.82378465041397
"ZNF223",0.581186140353921,10.5587885643268,5.82646909554263,2.31482975363938e-08,2.07386151823521e-07,8.74695748386226
"OMG",-0.630719413808974,10.3197947547914,-5.81826459083927,2.41365583582286e-08,2.1534767954735e-07,8.70671430426197
"WDR47",-0.705638882020012,8.71457447872087,-5.80376124139628,2.59854310973667e-08,2.28801132906633e-07,8.6356722255342
"CCK",-0.610455565970872,9.62224881438877,-5.79873792632654,2.66575373811948e-08,2.34083492734959e-07,8.61109534688235
"MRAP2",-0.628694842626898,7.89204046848688,-5.78495419992615,2.85902833512393e-08,2.48809625998106e-07,8.54373424265841
"TCEAL7",-0.610139586497632,9.23205130995406,-5.77511075050929,3.00537092467855e-08,2.59226563933155e-07,8.4956981451081
"SYT13",-0.794427977378406,9.92413493226548,-5.76941705019741,3.09333588936173e-08,2.65636465450529e-07,8.46793908938271
"FBXO34",-0.600536823128855,8.63897634099101,-5.75502069316871,3.32713279390428e-08,2.83834620940742e-07,8.39783705494956
"KCNH1",-0.684790078389733,8.12289849066882,-5.71246048635345,4.12394565037993e-08,3.4367391182331e-07,8.1913160896608
"MAP2K4",-0.609978748051628,9.48278731753065,-5.690931836061,4.59520617347979e-08,3.76973511508192e-07,8.08726292067083
"REPS2",-0.637929930414981,8.63396975633293,-5.6806078677433,4.8394747889616e-08,3.94517553072492e-07,8.03746363762508
"SMIM43",-0.68049972780321,8.12734437724834,-5.6787943385377,4.88367380004253e-08,3.97454656942817e-07,8.02872243094918
"SH3GL2",-0.626792055838068,11.5867336083163,-5.67733946602481,4.91941650150259e-08,3.99694888111644e-07,8.02171138347864
"BCAS1",0.693510780801594,10.3988780084173,5.66756825492929,5.16617960780069e-08,4.18172583145565e-07,7.97465692663717
"ACTG1P17",0.628995065611398,10.022588862784,5.65514573262667,5.4974073916677e-08,4.41700137166979e-07,7.91491812225896
"RAD51",0.585210681880077,8.55370502873598,5.58249563343731,7.89229808187196e-08,6.07260689502358e-07,7.56742932874827
"CLDN5",0.648766169923303,9.89504786929662,5.57655705376452,8.12794596440793e-08,6.22438805672625e-07,7.53916746198778
"G3BP2",-0.730706618100838,9.56261868489686,-5.57310670619377,8.26799733705114e-08,6.30929255614424e-07,7.52275710849333
"HSPB1",0.619095514982226,11.6765584594413,5.56088538587254,8.78326421856151e-08,6.65292091977378e-07,7.46468961874573
"NFIC",0.614154051085894,9.55666851083066,5.55331179915832,9.11816083489009e-08,6.85733485989023e-07,7.42875118227121
"NSG1",-0.592076459807252,9.79066228936689,-5.54676172129333,9.41781905007855e-08,7.05568003964191e-07,7.39769805536392
"TMEM191A",0.611428471708196,8.89735727786769,5.54199085274186,9.64210564925005e-08,7.19423826030509e-07,7.37509661398089
"TUT7",0.582122127152088,7.74801303024347,5.53023880115233,1.02170462517391e-07,7.55370452175502e-07,7.31948262801672
"SLC12A5",-0.818621037517906,11.7960118652852,-5.44681859366864,1.53758113005576e-07,1.0743192534921e-06,6.92718230675879
"NBPF10",0.597859874398237,11.3587616871962,5.42363807069719,1.72123567765221e-07,1.18142945507705e-06,6.81894429105264
"SLC6A15",-0.660402886748027,8.44613010237699,-5.41941981416907,1.75688055286284e-07,1.20377248866753e-06,6.79928414817162
"NCOA7",-0.589075965545913,10.0266654855161,-5.36819982120036,2.25142115487754e-07,1.49370624796325e-06,6.56145945787756
"ANKRD36B",0.765224301386512,9.61366765481474,5.34301395245744,2.54194376622137e-07,1.66376332818371e-06,6.4451275097203
"TAF13",0.668673071856989,8.91794709722839,5.31923871588973,2.84949055974453e-07,1.84397195883169e-06,6.33568286823144
"MT1H",0.713494075108084,9.08076321210717,5.30837179921736,3.00184249589143e-07,1.92527531732206e-06,6.28577974093123
"AMPH",-0.696130583309928,9.21367040022398,-5.29321597992904,3.22762703505168e-07,2.05451077772557e-06,6.21630776944889
"SYT4",-0.760259272888033,11.4472008732269,-5.29050334181981,3.26974565881091e-07,2.07860113606016e-06,6.2038890421362
"PKM",-0.656799842590041,9.64185761802135,-5.22948728274527,4.37158732645842e-07,2.67842310407917e-06,5.92580773233504
"ADAM22",0.594710122306807,8.17710683483838,5.1759218120233,5.63025854199409e-07,3.35453769040609e-06,5.68367798706345
"PCSK1N",-0.638525381581018,8.4933604672216,-5.16886429387268,5.82033826541951e-07,3.45193423672046e-06,5.65191618718985
"AK5",-0.667233216204918,10.8405235261981,-5.12402694001939,7.18190349427507e-07,4.15189126842242e-06,5.45089488611614
"MORF4L2",-0.586799173556222,9.17746227355461,-5.08196353638861,8.73731068405808e-07,4.93381684855155e-06,5.26351890035253
"ITPR1",-0.637511832193486,9.71628718126142,-5.08102239316045,8.77560520721474e-07,4.95256675542899e-06,5.25933992107333
"SATB2",-0.583790393682293,9.24176588206801,-5.05823133025239,9.75429440375529e-07,5.43709008314735e-06,5.15832054943636
"TUBB4A",-0.633827168905315,10.3190692180701,-5.05757404325646,9.78403491617707e-07,5.45210582571276e-06,5.15541232683557
"CD44",0.669611418091085,8.87532114078309,4.82698990635632,2.79779644852788e-06,1.36071784783564e-05,4.15320207352911
"MT1G",0.582736294650713,11.2777168605659,4.8132868760418,2.97478173742471e-06,1.43567157312866e-05,4.0947891882359
"SYNPR",-0.594599689114337,9.76140461129872,-4.68906627456224,5.15771093554255e-06,2.30668575257923e-05,3.57123799223842
"RGS1",0.674991266375546,7.54468111345575,4.67648745018183,5.45013786916519e-06,2.4194410268326e-05,3.518826446986
"LAMP5",-0.590711399187847,9.74881316281883,-4.55107889325859,9.38930200151456e-06,3.90398349674085e-05,3.00244664306538
"ATF4",0.61750317603114,11.6488663236335,4.45342259668667,1.42342205878491e-05,5.61832600955869e-05,2.60817153142435
"BSG",-0.692153592833738,9.20615662384861,-4.39717853574939,1.80343183292077e-05,6.9285251800208e-05,2.38424586826293
"ITM2B",-0.618821947478703,11.2181045674073,-4.30401824241765,2.6558013096177e-05,9.76000711687457e-05,2.01847128809531
"FCGBP",0.593780775118759,9.36986094051975,3.93722167349796,0.000114763616330479,0.000356966945360422,0.641882397026618
"DUSP1",0.586011468840052,9.79432373968234,3.92405956967088,0.000120731702228702,0.000373500507737412,0.59440724431423
"SERPINA3",0.692596686234914,9.6137476714701,3.41593870627054,0.000773808261812101,0.00194995272812764,-1.13287433335816
