,symbol,correlation,pvalue
9052,ZNF594-DT,0.142857143,0.802777778
9053,ACOT6,-0.257142857,0.658333333
9054,MTNR1B,0.142857143,0.802777778
9055,RIF1,-0.257142857,0.658333333
9056,SLC6A8,0.142857143,0.802777778
9057,A1BG-AS1,-0.257142857,0.658333333
9058,ADAM3A,0.142857143,0.802777778
9059,KIR2DS3,0.142857143,0.802777778
9060,AQP12B,0.142857143,0.802777778
9061,PTRHD1,0.142857143,0.802777778
9062,CDK8,-0.257142857,0.658333333
9063,PLXNA1,0.142857143,0.802777778
9064,ZC4H2,-0.257142857,0.658333333
9065,GFRA2,-0.257142857,0.658333333
9066,SAGE1,0.142857143,0.802777778
9067,COLEC11,0.142857143,0.802777778
9068,TECTA,-0.257142857,0.658333333
9069,ZNF792,-0.257142857,0.658333333
9070,RBBP8NL,0.142857143,0.802777778
9071,RAD50,-0.257142857,0.658333333
9072,PMP22,0.142857143,0.802777778
9073,NDUFAF8,0.142857143,0.802777778
9074,CUBN,0.142857143,0.802777778
9075,ATR,-0.257142857,0.658333333
9076,TAFA4,0.142857143,0.802777778
9077,TMEM231,-0.257142857,0.658333333
9078,OR10W1,0.142857143,0.802777778
9079,ZNF582,0.142857143,0.802777778
9080,MRPL42,0.142857143,0.802777778
9081,FER,0.142857143,0.802777778
9082,LUC7L2,0.142857143,0.802777778
9083,UGT1A10,-0.257142857,0.658333333
9084,ANP32A,0.142857143,0.802777778
9085,CRY1,0.142857143,0.802777778
9086,GBA,-0.257142857,0.658333333
9087,MIR1231,-0.257142857,0.658333333
9088,SNORA73A,0.142857143,0.802777778
9089,PPP2R5A,0.142857143,0.802777778
9090,EBP,-0.257142857,0.658333333
9091,SAMD12,-0.257142857,0.658333333
9092,GPR150,-0.257142857,0.658333333
9093,CPA4,-0.257142857,0.658333333
9094,CRKL,0.142857143,0.802777778
9095,VPS13B,0.142857143,0.802777778
9096,GGT5,0.142857143,0.802777778
9097,EXOC5,-0.257142857,0.658333333
9098,VPS8,-0.257142857,0.658333333
9099,CD48,0.142857143,0.802777778
9100,SCN11A,-0.257142857,0.658333333
9101,GNPTG,0.142857143,0.802777778
9102,NOTUM,0.142857143,0.802777778
9103,METTL8,0.142857143,0.802777778
9104,DYNC2I2,0.142857143,0.802777778
9105,ADAMTS7,-0.257142857,0.658333333
9106,EPX,0.142857143,0.802777778
9107,C8orf34-AS1,0.142857143,0.802777778
9108,LINC01829,-0.257142857,0.658333333
9109,KIAA1549,-0.257142857,0.658333333
9110,DLX6,-0.257142857,0.658333333
9111,MYLK4,-0.257142857,0.658333333
9112,UCHL3,-0.257142857,0.658333333
9113,SESN2,0.142857143,0.802777778
9114,CATSPERD,-0.257142857,0.658333333
9115,BAMBI,0.142857143,0.802777778
9116,NBAS,0.142857143,0.802777778
9117,ROCK1,0.142857143,0.802777778
9118,SPTY2D1,0.142857143,0.802777778
9119,WDR26,-0.257142857,0.658333333
9120,OR1K1,-0.257142857,0.658333333
9121,OR13C9,-0.257142857,0.658333333
9122,CHTF18,0.142857143,0.802777778
9123,RSBN1,-0.257142857,0.658333333
9124,MARCHF7,-0.257142857,0.658333333
9125,APAF1,0.142857143,0.802777778
9126,RNASEH1,0.142857143,0.802777778
9127,EXOSC6,-0.257142857,0.658333333
9128,ZNF684,-0.257142857,0.658333333
9129,DHRSX,0.142857143,0.802777778
9130,BRD7,0.142857143,0.802777778
9131,TMEM67,-0.257142857,0.658333333
9132,ARHGAP1,0.142857143,0.802777778
9133,PHC1,-0.257142857,0.658333333
9134,NKX2-8,0.142857143,0.802777778
9135,CACNA2D2,0.142857143,0.802777778
9136,PTPN2,0.142857143,0.802777778
9137,KRTAP21-1,-0.257142857,0.658333333
9138,HAGH,-0.257142857,0.658333333
9139,DIP2A,-0.257142857,0.658333333
9140,HOXB4,0.142857143,0.802777778
9141,HAUS4,0.142857143,0.802777778
9142,ZNF544,-0.257142857,0.658333333
9143,B3GNT7,-0.257142857,0.658333333
9144,H1-0,0.142857143,0.802777778
9145,DLG2,-0.257142857,0.658333333
9146,YY2,-0.257142857,0.658333333
9147,PLS3,-0.257142857,0.658333333
9148,PHF13,0.142857143,0.802777778
9149,ACBD4,-0.257142857,0.658333333
9150,PUSL1,0.142857143,0.802777778
9151,GRIN3B,0.142857143,0.802777778
9152,MICU2,-0.257142857,0.658333333
9153,ATL2,-0.257142857,0.658333333
9154,KLHL24,0.142857143,0.802777778
9155,MED23,-0.257142857,0.658333333
9156,TEDC1,0.142857143,0.802777778
9157,TRPC4AP,0.142857143,0.802777778
9158,FKBP14,0.142857143,0.802777778
9159,COL23A1,-0.257142857,0.658333333
9160,RHPN1,0.142857143,0.802777778
9161,PIK3CA,0.142857143,0.802777778
9162,FAM171B,-0.257142857,0.658333333
9163,ATL3,0.142857143,0.802777778
9164,CYSRT1,0.142857143,0.802777778
9165,POLR2J,0.142857143,0.802777778
9166,PTPRR,0.142857143,0.802777778
9167,SLC17A3,0.142857143,0.802777778
9168,DDN,-0.257142857,0.658333333
9169,ZNF77,-0.257142857,0.658333333
9170,EHBP1L1,0.142857143,0.802777778
9171,ATXN1,-0.257142857,0.658333333
9172,TMEM167A,-0.257142857,0.658333333
9173,LGR6,0.142857143,0.802777778
9174,EBF4,0.142857143,0.802777778
9175,ARRDC5,0.142857143,0.802777778
9176,ALX1,0.142857143,0.802777778
9177,CEPT1,-0.257142857,0.658333333
9178,ZNF425,-0.257142857,0.658333333
9179,ZDHHC15,-0.257142857,0.658333333
9180,ULBP3,0.142857143,0.802777778
9181,KCNJ4,-0.257142857,0.658333333
9182,CCDC13,0.142857143,0.802777778
9183,LGALS4,0.142857143,0.802777778
9184,MGAT5,0.142857143,0.802777778
9185,SPATA45,-0.257142857,0.658333333
9186,SNORD22,0.142857143,0.802777778
9187,EIF2AK2,0.142857143,0.802777778
9188,REXO4,0.142857143,0.802777778
9189,ZNF91,-0.257142857,0.658333333
9190,EMP2,0.142857143,0.802777778
9191,RASGRP4,-0.257142857,0.658333333
9192,BBIP1,-0.257142857,0.658333333
9193,ADSL,-0.257142857,0.658333333
9194,CD52,0.142857143,0.802777778
9195,LOC730101,-0.257142857,0.658333333
9196,RNASE4,0.142857143,0.802777778
9197,CDR2,-0.257142857,0.658333333
9198,GPR199P,0.142857143,0.802777778
9199,LAMP2,0.142857143,0.802777778
9200,MAGEA3,0.142857143,0.802777778
9201,OR6W1P,0.142857143,0.802777778
9202,FRRS1L,-0.257142857,0.658333333
9203,LINC01554,-0.257142857,0.658333333
9204,PCBP1,-0.257142857,0.658333333
9205,LINC00482,0.142857143,0.802777778
9206,ALDOB,-0.257142857,0.658333333
9207,TTYH1,0.142857143,0.802777778
9208,DELE1,0.142857143,0.802777778
9209,NME4,0.142857143,0.802777778
9210,TIMM44,0.142857143,0.802777778
9211,CDCA4,-0.257142857,0.658333333
9212,USP24,0.142857143,0.802777778
9213,CHPF,-0.257142857,0.658333333
9214,RDM1,-0.257142857,0.658333333
9215,TRMT6,-0.257142857,0.658333333
9216,SGK2,-0.257142857,0.658333333
9217,N4BP3,-0.257142857,0.658333333
9218,DPM3,0.142857143,0.802777778
9219,TDP1,0.142857143,0.802777778
9220,C5orf38,0.142857143,0.802777778
9221,MSH5,0.142857143,0.802777778
9222,AGAP4,0.142857143,0.802777778
9223,NKX2-5,-0.257142857,0.658333333
9224,DHRS11,-0.257142857,0.658333333
9225,FNDC4,-0.257142857,0.658333333
9226,FBLIM1,0.142857143,0.802777778
9227,KLF12,-0.257142857,0.658333333
9228,STYXL2,0.142857143,0.802777778
9229,TBC1D5,-0.257142857,0.658333333
9230,CBLN1,-0.257142857,0.658333333
9231,PVALEF,0.142857143,0.802777778
9232,TBXA2R,0.142857143,0.802777778
9233,C9orf152,0.142857143,0.802777778
9234,HSPB9,0.142857143,0.802777778
9235,TNS4,-0.257142857,0.658333333
9236,HIF3A,0.142857143,0.802777778
9237,CTAGE6,0.142857143,0.802777778
9238,NRBP1,-0.257142857,0.658333333
9239,CNTNAP1,-0.257142857,0.658333333
9240,ZSWIM4,0.142857143,0.802777778
9241,MAGEL2,0.142857143,0.802777778
9242,NRG2,0.142857143,0.802777778
9243,KCNK4,-0.257142857,0.658333333
9244,KNG1,-0.257142857,0.658333333
9245,UPK1B,0.142857143,0.802777778
9246,PPAN-P2RY11,0.142857143,0.802777778
9247,SMIM4,-0.257142857,0.658333333
9248,CCDC162P,0.142857143,0.802777778
9249,ECT2,-0.257142857,0.658333333
9250,NR4A2,0.142857143,0.802777778
9251,SLC27A3,0.142857143,0.802777778
9252,CACNA2D1,-0.257142857,0.658333333
9253,HS6ST3,-0.257142857,0.658333333
9254,GRIK4,0.142857143,0.802777778
9255,VLDLR-AS1,-0.257142857,0.658333333
9256,TMCO1,-0.257142857,0.658333333
9257,TNKS1BP1,-0.257142857,0.658333333
9258,FOXP2,-0.257142857,0.658333333
9259,NXPE3,0.142857143,0.802777778
9260,CATSPERZ,0.142857143,0.802777778
9261,PPP2R3C,-0.257142857,0.658333333
9262,PDIA3,0.142857143,0.802777778
9263,TMEM160,-0.257142857,0.658333333
9264,IL12RB1,-0.257142857,0.658333333
9265,ADGRV1,0.142857143,0.802777778
9266,SPDYE8,-0.257142857,0.658333333
9267,BMS1P4,0.142857143,0.802777778
9268,OR2H1,-0.257142857,0.658333333
9269,ZC3H7B,0.142857143,0.802777778
9270,IFRD1,0.142857143,0.802777778
9271,MIR183,-0.257142857,0.658333333
9272,NT5M,-0.257142857,0.658333333
9273,ARMC1,0.142857143,0.802777778
9274,P2RY2,0.142857143,0.802777778
9275,ASRGL1,0.142857143,0.802777778
9276,XAGE2,0.142857143,0.802777778
9277,GARIN5B,0.142857143,0.802777778
9278,FAM238C,0.142857143,0.802777778
9279,CENPC,-0.257142857,0.658333333
9280,RGR,0.142857143,0.802777778
9281,CLHC1,0.142857143,0.802777778
9282,F7,0.142857143,0.802777778
9283,CGRRF1,-0.257142857,0.658333333
9284,TRPA1,-0.257142857,0.658333333
9285,SMG1P5,0.142857143,0.802777778
9286,ZNF385A,-0.257142857,0.658333333
9287,PLOD2,0.142857143,0.802777778
9288,SLFN14,0.142857143,0.802777778
9289,GOLGA8EP,-0.257142857,0.658333333
9290,CDKN2B,0.142857143,0.802777778
9291,RDH8,-0.257142857,0.658333333
9292,PIK3AP1,0.142857143,0.802777778
9293,BCL2L2,-0.257142857,0.658333333
9294,IFITM2,0.142857143,0.802777778
9295,ZNF658B,-0.257142857,0.658333333
9296,ZNF28,0.142857143,0.802777778
9297,ATP6V1G3,0.142857143,0.802777778
9298,TP53AIP1,0.142857143,0.802777778
9299,MC4R,-0.257142857,0.658333333
9300,SORBS3,-0.257142857,0.658333333
9301,LINC01623,0.142857143,0.802777778
9302,TMEM43,0.142857143,0.802777778
9303,TAS2R39,0.142857143,0.802777778
9304,PRRT3,-0.257142857,0.658333333
9305,NIPA2,-0.257142857,0.658333333
9306,RAB11FIP1,0.142857143,0.802777778
9307,METTL21A,0.142857143,0.802777778
9308,P2RY4,0.142857143,0.802777778
9309,TTC3P1,-0.257142857,0.658333333
9310,ABHD13,0.142857143,0.802777778
9311,TEX101,-0.257142857,0.658333333
9312,CLPP,0.142857143,0.802777778
9313,POM121C,0.142857143,0.802777778
9314,TLCD5,0.142857143,0.802777778
9315,DUSP3,0.142857143,0.802777778
9316,GTF3C3,-0.257142857,0.658333333
9317,RNF113B,0.142857143,0.802777778
9318,HSF2BP,-0.257142857,0.658333333
9319,MBNL1-AS1,-0.257142857,0.658333333
9320,NEURL1,0.142857143,0.802777778
9321,VGLL3,0.142857143,0.802777778
9322,FAM72A,0.142857143,0.802777778
9323,PMCHL1,0.142857143,0.802777778
9324,PABIR1,-0.257142857,0.658333333
9325,SPG21,-0.257142857,0.658333333
9326,UFD1,0.142857143,0.802777778
9327,ZFP64,0.142857143,0.802777778
9328,SNRPD1,-0.257142857,0.658333333
9329,NEDD9,0.142857143,0.802777778
9330,IL18BP,0.142857143,0.802777778
9331,WDR18,0.142857143,0.802777778
9332,ADAM19,-0.257142857,0.658333333
9333,SUMO1,-0.257142857,0.658333333
9334,NFATC2,-0.257142857,0.658333333
9335,C17orf80,-0.257142857,0.658333333
9336,CEP95,0.142857143,0.802777778
9337,GSN,0.142857143,0.802777778
9338,MFSD3,-0.257142857,0.658333333
9339,NAT14,0.142857143,0.802777778
9340,TMEM98,0.142857143,0.802777778
9341,TYMP,0.142857143,0.802777778
9342,GRIP1,-0.257142857,0.658333333
9343,ANKRD33,0.142857143,0.802777778
9344,KRBA2,0.142857143,0.802777778
9345,MMACHC,-0.257142857,0.658333333
9346,FDPSP2,0.142857143,0.802777778
9347,SCN4A,0.142857143,0.802777778
9348,FMOD,0.142857143,0.802777778
9349,DERA,0.142857143,0.802777778
9350,FLRT2,-0.257142857,0.658333333
9351,STAC,0.142857143,0.802777778
9352,ERGIC2,-0.257142857,0.658333333
9353,DIP2B,0.142857143,0.802777778
9354,RASSF5,-0.257142857,0.658333333
9355,VENTXP1,0.142857143,0.802777778
9356,SMU1,-0.257142857,0.658333333
9357,RAB10,-0.257142857,0.658333333
9358,SLC35C1,0.142857143,0.802777778
9359,CCDC88C,0.142857143,0.802777778
9360,GABRA3,-0.257142857,0.658333333
9361,OR4D6,-0.257142857,0.658333333
9362,MIR568,0.142857143,0.802777778
9363,AHI1,-0.257142857,0.658333333
9364,ACTA2,0.142857143,0.802777778
9365,ALKAL2,-0.257142857,0.658333333
9366,ZNF521,0.142857143,0.802777778
9367,ZBBX,-0.257142857,0.658333333
9368,MED9,0.142857143,0.802777778
9369,TRAT1,-0.257142857,0.658333333
9370,KRTAP5-4,-0.257142857,0.658333333
9371,CHSY1,0.142857143,0.802777778
9372,ZNF484,-0.257142857,0.658333333
9373,DPH2,-0.257142857,0.658333333
9374,DHX40,0.142857143,0.802777778
9375,BID,0.142857143,0.802777778
9376,PCDHGB5,0.142857143,0.802777778
9377,DAPK2,-0.257142857,0.658333333
9378,GKAP1,0.142857143,0.802777778
9379,FAM47C,0.142857143,0.802777778
9380,FAM76B,-0.371428571,0.497222222
9381,GBP6,0.142857143,0.802777778
9382,FAM168A,-0.371428571,0.497222222
9383,SNORA50C,0.142857143,0.802777778
9384,FLRT1,-0.371428571,0.497222222
9385,PYGL,0.142857143,0.802777778
9386,HBQ1,-0.371428571,0.497222222
9387,ARSD,0.142857143,0.802777778
9388,ST6GALNAC3,0.142857143,0.802777778
9389,GTDC1,-0.371428571,0.497222222
9390,HECTD2-AS1,-0.371428571,0.497222222
9391,SPINDOC,0.142857143,0.802777778
9392,ZC3H12B,-0.371428571,0.497222222
9393,PDGFC,0.142857143,0.802777778
9394,SEMA3A,-0.371428571,0.497222222
9395,IMPA2,0.142857143,0.802777778
9396,ZSCAN12P1,0.142857143,0.802777778
9397,GULP1,-0.371428571,0.497222222
9398,DNAJC17,0.142857143,0.802777778
9399,PCDHB17P,-0.371428571,0.497222222
9400,PGD,-0.371428571,0.497222222
9401,METTL27,-0.371428571,0.497222222
9402,MYG1,-0.371428571,0.497222222
9403,CCDC47,-0.371428571,0.497222222
9404,ECHS1,0.142857143,0.802777778
9405,TVP23C,0.142857143,0.802777778
9406,RO60,0.142857143,0.802777778
9407,EFNA4,-0.371428571,0.497222222
9408,MRPL11,-0.371428571,0.497222222
9409,OGN,0.142857143,0.802777778
9410,TYW1,-0.371428571,0.497222222
9411,BSPRY,0.142857143,0.802777778
9412,SYCE1,-0.371428571,0.497222222
9413,NIPSNAP3A,-0.371428571,0.497222222
9414,OR2AT4,0.142857143,0.802777778
9415,ANKRD55,-0.371428571,0.497222222
9416,LINC00999,-0.371428571,0.497222222
9417,CAND2,-0.371428571,0.497222222
9418,CAV1,0.142857143,0.802777778
9419,MYEF2,0.142857143,0.802777778
9420,PALM2AKAP2,0.142857143,0.802777778
9421,BCAS4,0.142857143,0.802777778
9422,SECISBP2,0.142857143,0.802777778
9423,ENKUR,-0.371428571,0.497222222
9424,SERPINF1,-0.371428571,0.497222222
9425,KRTAP20-3,-0.371428571,0.497222222
9426,UVRAG,-0.371428571,0.497222222
9427,PROP1,0.142857143,0.802777778
9428,ERCC2,0.142857143,0.802777778
9429,SLC1A4,0.142857143,0.802777778
9430,ZNF782,-0.371428571,0.497222222
9431,GNL2,0.142857143,0.802777778
9432,RPIA,0.142857143,0.802777778
9433,SLC38A5,0.142857143,0.802777778
9434,CHST10,0.142857143,0.802777778
9435,MOB1A,0.142857143,0.802777778
9436,BRSK1,0.142857143,0.802777778
9437,IFNA14,-0.371428571,0.497222222
9438,TFAP2E,-0.371428571,0.497222222
9439,MBLAC1,-0.371428571,0.497222222
9440,CNEP1R1,-0.371428571,0.497222222
9441,PCCA,-0.371428571,0.497222222
9442,SNRK,-0.371428571,0.497222222
9443,MSTO2P,0.142857143,0.802777778
9444,FAM89A,0.142857143,0.802777778
9445,HRK,0.142857143,0.802777778
9446,LOH12CR2,0.142857143,0.802777778
9447,ZNF229,-0.371428571,0.497222222
9448,JAK1,-0.371428571,0.497222222
9449,SPTA1,0.142857143,0.802777778
9450,TGS1,0.142857143,0.802777778
9451,RPRM,0.142857143,0.802777778
9452,GLT8D1,-0.371428571,0.497222222
9453,E2F5,-0.371428571,0.497222222
9454,RUFY2,0.142857143,0.802777778
9455,FGD1,0.142857143,0.802777778
9456,CMC2,-0.371428571,0.497222222
9457,FFAR3,-0.371428571,0.497222222
9458,DIO2,-0.371428571,0.497222222
9459,SDF2L1,0.142857143,0.802777778
9460,TRIM72,0.142857143,0.802777778
9461,LINC02969,-0.371428571,0.497222222
9462,MYOZ2,-0.371428571,0.497222222
9463,DNMT3L,0.142857143,0.802777778
9464,SLCO1A2,0.142857143,0.802777778
9465,ZKSCAN2,0.142857143,0.802777778
9466,ACVR1C,-0.371428571,0.497222222
9467,RPL17,0.142857143,0.802777778
9468,PPP1R14A,0.142857143,0.802777778
9469,ADAM6,0.142857143,0.802777778
9470,ARC,-0.371428571,0.497222222
9471,FSHB,0.142857143,0.802777778
9472,OR56A3,-0.371428571,0.497222222
9473,L3MBTL2,-0.371428571,0.497222222
9474,DEDD,-0.371428571,0.497222222
9475,TRAF6,0.142857143,0.802777778
9476,AFF1,0.142857143,0.802777778
9477,FCGRT,0.142857143,0.802777778
9478,APC,0.142857143,0.802777778
9479,SPATA2,-0.371428571,0.497222222
9480,MRPL46,-0.371428571,0.497222222
9481,KCTD9,0.142857143,0.802777778
9482,BMX,-0.371428571,0.497222222
9483,PPP6C,-0.371428571,0.497222222
9484,FEZ1,0.142857143,0.802777778
9485,SHOX,0.142857143,0.802777778
9486,RIN3,0.142857143,0.802777778
9487,RPLP1,0.142857143,0.802777778
9488,SLC17A2,0.142857143,0.802777778
9489,ZNF137P,0.142857143,0.802777778
9490,ZPR1,-0.371428571,0.497222222
9491,EML4,0.142857143,0.802777778
9492,SP140L,0.142857143,0.802777778
9493,CRTAC1,0.142857143,0.802777778
9494,ANKRD45,-0.371428571,0.497222222
9495,MED12L,-0.371428571,0.497222222
9496,CASC15,-0.371428571,0.497222222
9497,JMJD1C,-0.371428571,0.497222222
9498,PRDM9,-0.371428571,0.497222222
9499,MIR181A1,-0.371428571,0.497222222
9500,CSPG4P1Y,0.142857143,0.802777778
9501,SLIT1,-0.371428571,0.497222222
9502,NIT2,-0.371428571,0.497222222
9503,ANKRD12,0.142857143,0.802777778
9504,OR10P1,-0.371428571,0.497222222
9505,TRAF3IP2,0.142857143,0.802777778
9506,ARG2,0.142857143,0.802777778
9507,MARK1,-0.371428571,0.497222222
9508,VEGFB,0.142857143,0.802777778
9509,TMEM127,0.142857143,0.802777778
9510,PLA2G7,-0.371428571,0.497222222
9511,ACTA1,-0.371428571,0.497222222
9512,GLYATL1,0.142857143,0.802777778
9513,RAB7B,0.142857143,0.802777778
9514,STAG3L2,0.142857143,0.802777778
9515,SPEM1,-0.371428571,0.497222222
9516,ENPEP,0.142857143,0.802777778
9517,TDRD7,0.142857143,0.802777778
9518,PLPPR2,-0.371428571,0.497222222
9519,FBH1,0.142857143,0.802777778
9520,MIR202,0.142857143,0.802777778
9521,NT5C3B,0.142857143,0.802777778
9522,MYL9,0.142857143,0.802777778
9523,TRMT11,-0.371428571,0.497222222
9524,SFXN4,0.142857143,0.802777778
9525,BRAF,0.142857143,0.802777778
9526,LINC01116,-0.371428571,0.497222222
9527,DYM,-0.371428571,0.497222222
9528,NEPRO,-0.371428571,0.497222222
9529,TMEM151A,-0.371428571,0.497222222
9530,LRRC18,-0.371428571,0.497222222
9531,HNMT,0.142857143,0.802777778
9532,HNRNPDL,-0.371428571,0.497222222
9533,DUX3,-0.371428571,0.497222222
9534,PDZD3,0.142857143,0.802777778
9535,ZNF391,-0.371428571,0.497222222
9536,LINC00313,-0.371428571,0.497222222
9537,GPR62,0.142857143,0.802777778
9538,NTRK3,0.142857143,0.802777778
9539,ADCK5,0.142857143,0.802777778
9540,CTIF,0.142857143,0.802777778
9541,KANK4,0.142857143,0.802777778
9542,CS,-0.371428571,0.497222222
9543,SDC4P,0.142857143,0.802777778
9544,SSBP2,-0.371428571,0.497222222
9545,TMEM121,-0.371428571,0.497222222
9546,HIP1,0.142857143,0.802777778
9547,OR1J1,0.142857143,0.802777778
9548,CLDN8,0.142857143,0.802777778
9549,HEMK1,0.142857143,0.802777778
9550,ANO9,0.142857143,0.802777778
9551,UBE2D1,-0.371428571,0.497222222
9552,SUPV3L1,0.142857143,0.802777778
9553,CXCR3,0.142857143,0.802777778
9554,BNIP1,-0.371428571,0.497222222
9555,MITD1,-0.371428571,0.497222222
9556,EIF4G2,-0.371428571,0.497222222
9557,SPTLC1,-0.371428571,0.497222222
9558,ATG4D,-0.371428571,0.497222222
9559,IFFO1,-0.371428571,0.497222222
9560,TRIM52,0.142857143,0.802777778
9561,ZBED8,0.142857143,0.802777778
9562,UGDH,0.142857143,0.802777778
9563,TPD52L1,0.142857143,0.802777778
9564,MRAS,0.142857143,0.802777778
9565,IYD,0.142857143,0.802777778
9566,CEP350,0.142857143,0.802777778
9567,CENPM,-0.371428571,0.497222222
9568,PPRC1,0.142857143,0.802777778
9569,MAOB,0.142857143,0.802777778
9570,ZNF569,-0.371428571,0.497222222
9571,CPAMD8,0.142857143,0.802777778
9572,ADORA1,0.142857143,0.802777778
9573,ACER2,0.142857143,0.802777778
9574,STRC,0.142857143,0.802777778
9575,MIR373,-0.371428571,0.497222222
9576,ZNF695,-0.371428571,0.497222222
9577,GOLGA4,0.142857143,0.802777778
9578,OR52N4,-0.371428571,0.497222222
9579,ZNF2,0.142857143,0.802777778
9580,HGSNAT,0.142857143,0.802777778
9581,LOC388242,0.142857143,0.802777778
9582,KDM7A-DT,0.142857143,0.802777778
9583,GRHL1,-0.371428571,0.497222222
9584,FBXW8,0.142857143,0.802777778
9585,TATDN3,0.142857143,0.802777778
9586,CLIP1,-0.371428571,0.497222222
9587,ANKRD22,0.142857143,0.802777778
9588,LHFPL4,-0.371428571,0.497222222
9589,BLVRB,0.142857143,0.802777778
9590,OR4K2,-0.371428571,0.497222222
9591,RNF115,0.142857143,0.802777778
9592,CDKN2C,0.142857143,0.802777778
9593,AKAP17A,0.142857143,0.802777778
9594,PRRG1,0.142857143,0.802777778
9595,HECTD3,0.142857143,0.802777778
9596,NBPF15,-0.371428571,0.497222222
9597,CCL16,0.142857143,0.802777778
9598,MIDEAS,0.142857143,0.802777778
9599,DPY19L4,0.142857143,0.802777778
9600,PPARG,0.142857143,0.802777778
9601,NUDT9,-0.371428571,0.497222222
9602,CHRNA3,0.142857143,0.802777778
9603,BCYRN1,0.142857143,0.802777778
9604,SLC26A10,0.142857143,0.802777778
9605,SNORA35,0.142857143,0.802777778
9606,FERD3L,0.142857143,0.802777778
9607,SNORD16,0.142857143,0.802777778
9608,LBR,0.142857143,0.802777778
9609,ZC3H12D,0.142857143,0.802777778
9610,IFNA6,-0.371428571,0.497222222
9611,BRF1,0.142857143,0.802777778
9612,MISP,0.142857143,0.802777778
9613,EIF4A3,-0.371428571,0.497222222
9614,NSMCE3,-0.371428571,0.497222222
9615,TEX11,-0.371428571,0.497222222
9616,BACH1,0.142857143,0.802777778
9617,BHLHE40,-0.371428571,0.497222222
9618,CELF5,-0.371428571,0.497222222
9619,LINC01102,-0.371428571,0.497222222
9620,MIR586,-0.371428571,0.497222222
9621,DCBLD2,-0.371428571,0.497222222
9622,SETBP1,0.142857143,0.802777778
9623,CEP250,0.142857143,0.802777778
9624,SHOC1,-0.371428571,0.497222222
9625,MIR616,0.142857143,0.802777778
9626,IRS1,-0.371428571,0.497222222
9627,NF1P2,0.142857143,0.802777778
9628,IGFBP4,-0.371428571,0.497222222
9629,CXorf38,0.142857143,0.802777778
9630,TSSC2,-0.371428571,0.497222222
9631,STAB2,-0.371428571,0.497222222
9632,SRARP,0.142857143,0.802777778
9633,PNMA5,-0.371428571,0.497222222
9634,DNAI3,0.142857143,0.802777778
9635,ZNF703,0.142857143,0.802777778
9636,SMG8,-0.371428571,0.497222222
9637,HRC,0.142857143,0.802777778
9638,PLA2G5,0.142857143,0.802777778
9639,MINAR1,-0.371428571,0.497222222
9640,IFITM3,0.142857143,0.802777778
9641,NUFIP2,0.142857143,0.802777778
9642,ZNF415,-0.371428571,0.497222222
9643,SH3YL1,0.142857143,0.802777778
9644,HBZ,0.142857143,0.802777778
9645,COCH,-0.371428571,0.497222222
9646,KRT12,-0.371428571,0.497222222
9647,PCYT2,0.142857143,0.802777778
9648,CORO6,-0.371428571,0.497222222
9649,ALOX12P2,-0.371428571,0.497222222
9650,P2RY14,0.142857143,0.802777778
9651,OPRL1,-0.371428571,0.497222222
9652,ADNP,-0.371428571,0.497222222
9653,PTPRC,0.142857143,0.802777778
9654,OR8B4,-0.371428571,0.497222222
9655,FIRRE,0.142857143,0.802777778
9656,DYNLT5,-0.371428571,0.497222222
9657,KEL,0.142857143,0.802777778
9658,NAA38,0.142857143,0.802777778
9659,LRRC61,-0.371428571,0.497222222
9660,SNX1,0.142857143,0.802777778
9661,PTPRS,0.142857143,0.802777778
9662,VPS16,0.142857143,0.802777778
9663,CCDC24,0.142857143,0.802777778
9664,GATA3,0.142857143,0.802777778
9665,PRB1,-0.371428571,0.497222222
9666,DIS3L,0.142857143,0.802777778
9667,LCE6A,0.142857143,0.802777778
9668,IFNA7,-0.371428571,0.497222222
9669,ASPM,-0.371428571,0.497222222
9670,MLF1,-0.371428571,0.497222222
9671,NOD2,0.142857143,0.802777778
9672,MASTL,-0.371428571,0.497222222
9673,LSM6,-0.371428571,0.497222222
9674,KXD1,0.142857143,0.802777778
9675,RND3,-0.371428571,0.497222222
9676,CSTB,-0.371428571,0.497222222
9677,ANO8,0.142857143,0.802777778
9678,REXO5,-0.371428571,0.497222222
9679,TRIM47,0.142857143,0.802777778
9680,GJC1,0.142857143,0.802777778
9681,SMOC2,0.142857143,0.802777778
9682,MSTN,-0.371428571,0.497222222
9683,SCARNA18,0.142857143,0.802777778
9684,ACAT1,-0.371428571,0.497222222
9685,STRIP1,-0.371428571,0.497222222
9686,ROS1,-0.371428571,0.497222222
9687,ACTR3,-0.371428571,0.497222222
9688,INHBE,0.142857143,0.802777778
9689,ZNF444,0.142857143,0.802777778
9690,FBXL8,-0.371428571,0.497222222
9691,CFAP45,0.142857143,0.802777778
9692,FXYD7,-0.371428571,0.497222222
9693,DNAJA4,-0.371428571,0.497222222
9694,CRYM-AS1,0.142857143,0.802777778
9695,RERE,0.142857143,0.802777778
9696,PRKY,0.142857143,0.802777778
9697,MYL6B,0.142857143,0.802777778
9698,CCDC73,0.142857143,0.802777778
9699,DNAH12,0.142857143,0.802777778
9700,RAB43,0.142857143,0.802777778
9701,AVP,-0.371428571,0.497222222
9702,PFN4,0.142857143,0.802777778
