,symbol,correlation,pvalue
4893,MEX3D,0.828571429,0.058333333
4894,BPIFA4P,0.828571429,0.058333333
4895,POR,0.428571429,0.419444444
4896,UGT2B15,0.828571429,0.058333333
4897,PAK6-AS1,0.428571429,0.419444444
4898,STK26,0.828571429,0.058333333
4899,ID3,0.828571429,0.058333333
4900,AP2M1,0.428571429,0.419444444
4901,BST2,0.828571429,0.058333333
4902,LINC01142,0.428571429,0.419444444
4903,ZC3HAV1,0.828571429,0.058333333
4904,C12orf29,0.428571429,0.419444444
4905,GPR156,0.828571429,0.058333333
4906,OPN4,0.428571429,0.419444444
4907,CDKN1A,0.828571429,0.058333333
4908,MAP2,0.428571429,0.419444444
4909,CSAG1,0.828571429,0.058333333
4910,TRPM2,0.828571429,0.058333333
4911,STK33,0.828571429,0.058333333
4912,WDR35,0.428571429,0.419444444
4913,LRRC39,0.428571429,0.419444444
4914,PHGR1,0.428571429,0.419444444
4915,UBL3,0.428571429,0.419444444
4916,CTSW,0.428571429,0.419444444
4917,RARS2,0.828571429,0.058333333
4918,NBN,0.428571429,0.419444444
4919,RTP4,0.428571429,0.419444444
4920,PHRF1,0.828571429,0.058333333
4921,ZNF76,0.828571429,0.058333333
4922,ACE2,0.428571429,0.419444444
4923,USH2A,0.828571429,0.058333333
4924,WNT1,0.428571429,0.419444444
4925,PPL,0.428571429,0.419444444
4926,TNC,0.828571429,0.058333333
4927,ZNF841,0.828571429,0.058333333
4928,CPLANE1,0.428571429,0.419444444
4929,ATF4,0.828571429,0.058333333
4930,PTGFR,0.828571429,0.058333333
4931,TTI1,0.428571429,0.419444444
4932,GPATCH11,0.828571429,0.058333333
4933,TCOF1,0.428571429,0.419444444
4934,MS4A15,0.428571429,0.419444444
4935,NEUROD2,0.428571429,0.419444444
4936,GTF2IP20,0.828571429,0.058333333
4937,SLC35B4,0.428571429,0.419444444
4938,LRFN1,0.428571429,0.419444444
4939,GTPBP2,0.428571429,0.419444444
4940,RNASEH2A,0.428571429,0.419444444
4941,PRUNE2,0.428571429,0.419444444
4942,HOOK3,0.828571429,0.058333333
4943,ANKDD1A,0.828571429,0.058333333
4944,SUGCT,0.428571429,0.419444444
4945,ZFP36,0.828571429,0.058333333
4946,CRX,0.828571429,0.058333333
4947,LCE2B,0.828571429,0.058333333
4948,COX7A2,0.428571429,0.419444444
4949,GDI2,0.428571429,0.419444444
4950,KRTCAP2,0.828571429,0.058333333
4951,MAP1LC3B,0.428571429,0.419444444
4952,SIGLEC8,0.828571429,0.058333333
4953,CERCAM,0.828571429,0.058333333
4954,PHAX,0.828571429,0.058333333
4955,CYP4Z2P,0.428571429,0.419444444
4956,CC2D2A,0.828571429,0.058333333
4957,ERCC6L,0.428571429,0.419444444
4958,OR7G2,0.828571429,0.058333333
4959,MCF2L,0.828571429,0.058333333
4960,CLN6,0.428571429,0.419444444
4961,SCAP,0.828571429,0.058333333
4962,IRAG2,0.428571429,0.419444444
4963,SLCO1C1,0.428571429,0.419444444
4964,ALG14,0.428571429,0.419444444
4965,MGAT2,0.428571429,0.419444444
4966,CPSF4,0.828571429,0.058333333
4967,IDH3A,0.428571429,0.419444444
4968,CCDC77,0.828571429,0.058333333
4969,CAMKV,0.428571429,0.419444444
4970,NAPRT,0.828571429,0.058333333
4971,ZSCAN18,0.428571429,0.419444444
4972,ARHGEF26,0.828571429,0.058333333
4973,ZNF317,0.828571429,0.058333333
4974,LGALS12,0.428571429,0.419444444
4975,LONRF1,0.428571429,0.419444444
4976,LRP3,0.828571429,0.058333333
4977,OTOGL,0.828571429,0.058333333
4978,ABI1,0.428571429,0.419444444
4979,SLC2A1,0.828571429,0.058333333
4980,VNN1,0.428571429,0.419444444
4981,RPL11,0.828571429,0.058333333
4982,ZIM3,0.828571429,0.058333333
4983,ASB1,0.828571429,0.058333333
4984,MGME1,0.828571429,0.058333333
4985,DEFB123,0.428571429,0.419444444
4986,MESD,0.428571429,0.419444444
4987,ZNF512B,0.828571429,0.058333333
4988,MAP1LC3A,0.428571429,0.419444444
4989,SERP2,0.428571429,0.419444444
4990,LINC00324,0.828571429,0.058333333
4991,YAE1,0.428571429,0.419444444
4992,MPHOSPH10,0.828571429,0.058333333
4993,SPN,0.428571429,0.419444444
4994,FBXO11,0.428571429,0.419444444
4995,TOX4,0.428571429,0.419444444
4996,DHX38,0.828571429,0.058333333
4997,KLK15,0.428571429,0.419444444
4998,BMP3,0.828571429,0.058333333
4999,MIR223,0.828571429,0.058333333
5000,COX18,0.828571429,0.058333333
5001,ATP12A,0.828571429,0.058333333
5002,SDHD,0.428571429,0.419444444
5003,RBM24,0.428571429,0.419444444
5004,SMIM5,0.828571429,0.058333333
5005,SVIL,0.828571429,0.058333333
5006,TUFT1,0.428571429,0.419444444
5007,GMFG,0.828571429,0.058333333
5008,JKAMP,0.428571429,0.419444444
5009,LHFPL5,0.428571429,0.419444444
5010,SCARNA2,0.828571429,0.058333333
5011,CDK2,0.828571429,0.058333333
5012,PIN1P1,0.828571429,0.058333333
5013,AIRE,0.828571429,0.058333333
5014,CIC,0.828571429,0.058333333
5015,SIGLEC11,0.828571429,0.058333333
5016,TRAF3IP1,0.828571429,0.058333333
5017,UBA5,0.428571429,0.419444444
5018,ME2,0.428571429,0.419444444
5019,MAP3K21,0.428571429,0.419444444
5020,SERTAD1,0.828571429,0.058333333
5021,UBE2S,0.428571429,0.419444444
5022,GOLGA2,0.828571429,0.058333333
5023,LRIT1,0.428571429,0.419444444
5024,GPR78,0.828571429,0.058333333
5025,RBPJL,0.428571429,0.419444444
5026,SNORA70C,0.828571429,0.058333333
5027,RCC1L,0.828571429,0.058333333
5028,HDAC10,0.428571429,0.419444444
5029,NANOS2,0.428571429,0.419444444
5030,FICD,0.828571429,0.058333333
5031,SIAE,0.428571429,0.419444444
5032,RCN2,0.428571429,0.419444444
5033,RMND1,0.428571429,0.419444444
5034,SLC26A8,0.428571429,0.419444444
5035,PPP2R5B,0.428571429,0.419444444
5036,TMEM102,0.428571429,0.419444444
5037,TRIM68,0.828571429,0.058333333
5038,SCARNA22,0.828571429,0.058333333
5039,GLTPD2,0.428571429,0.419444444
5040,NCSTN,0.828571429,0.058333333
5041,NCKAP1,0.428571429,0.419444444
5042,ZNF827,0.828571429,0.058333333
5043,ESRRG,0.428571429,0.419444444
5044,AP5M1,0.428571429,0.419444444
5045,STK11,0.828571429,0.058333333
5046,RANBP6,0.428571429,0.419444444
5047,RPAIN,0.428571429,0.419444444
5048,CEP85L,0.828571429,0.058333333
5049,MMADHC,0.428571429,0.419444444
5050,ABTB1,0.828571429,0.058333333
5051,STXBP4,0.828571429,0.058333333
5052,GPR107,0.428571429,0.419444444
5053,DYNC1LI1,0.428571429,0.419444444
5054,OAS1,0.428571429,0.419444444
5055,DHX32,0.828571429,0.058333333
5056,MTX3,0.428571429,0.419444444
5057,MSLNL,0.828571429,0.058333333
5058,AKIP1,0.828571429,0.058333333
5059,CCL28,0.828571429,0.058333333
5060,RANBP3L,0.828571429,0.058333333
5061,SPRNP1,0.428571429,0.419444444
5062,SRP54,0.428571429,0.419444444
5063,CASQ1,0.428571429,0.419444444
5064,GDAP2,0.828571429,0.058333333
5065,BSG,0.428571429,0.419444444
5066,NCKAP1L,0.828571429,0.058333333
5067,AP2S1,0.428571429,0.419444444
5068,CYP39A1,0.828571429,0.058333333
5069,GLRX3,0.428571429,0.419444444
5070,EREG,0.828571429,0.058333333
5071,MACF1,0.828571429,0.058333333
5072,KAT5,0.828571429,0.058333333
5073,JUP,0.828571429,0.058333333
5074,TENT5C,0.828571429,0.058333333
5075,GNAQ,0.428571429,0.419444444
5076,NBPF22P,0.828571429,0.058333333
5077,TREML2,0.828571429,0.058333333
5078,PAF1,0.828571429,0.058333333
5079,DERL1,0.428571429,0.419444444
5080,LTBP1,0.428571429,0.419444444
5081,TTC14,0.828571429,0.058333333
5082,HOXB5,0.828571429,0.058333333
5083,H2AZ1,0.428571429,0.419444444
5084,ZBTB18,0.428571429,0.419444444
5085,IFT43,0.828571429,0.058333333
5086,ANGPT2,0.828571429,0.058333333
5087,PHLPP1,0.828571429,0.058333333
5088,BPGM,0.428571429,0.419444444
5089,LINC02210,0.828571429,0.058333333
5090,EPCAM,0.428571429,0.419444444
5091,SSX2IP,0.428571429,0.419444444
5092,MRPS34,0.828571429,0.058333333
5093,PRICKLE3,0.428571429,0.419444444
5094,ZNF667,0.428571429,0.419444444
5095,MTARC2,0.428571429,0.419444444
5096,SLC6A3,0.828571429,0.058333333
5097,SLC38A3,0.828571429,0.058333333
5098,FAM118A,0.828571429,0.058333333
5099,HGD,0.828571429,0.058333333
5100,SMOC1,0.828571429,0.058333333
5101,PIP4K2B,0.428571429,0.419444444
5102,KCNQ2,0.828571429,0.058333333
5103,CSTF3,0.428571429,0.419444444
5104,LINC02843,0.828571429,0.058333333
5105,TUBGCP6,0.828571429,0.058333333
5106,CD163L1,0.428571429,0.419444444
5107,PTGER3,0.828571429,0.058333333
5108,FAM25A,0.828571429,0.058333333
5109,OR56B4,0.428571429,0.419444444
5110,FAM104B,0.828571429,0.058333333
5111,SIT1,0.428571429,0.419444444
5112,ACOT13,0.428571429,0.419444444
5113,IKZF3,0.828571429,0.058333333
5114,NAGS,0.828571429,0.058333333
5115,ZKSCAN5,0.828571429,0.058333333
5116,LLCFC1,0.428571429,0.419444444
5117,POMK,0.428571429,0.419444444
5118,UBE2B,0.428571429,0.419444444
5119,KCTD16,0.428571429,0.419444444
5120,NFKBIL1,0.828571429,0.058333333
5121,GFRA3,0.428571429,0.419444444
5122,RPS6KL1,0.428571429,0.419444444
5123,CES5A,0.428571429,0.419444444
5124,SHC1,0.828571429,0.058333333
5125,TEX41,0.428571429,0.419444444
5126,KRTAP3-1,0.428571429,0.419444444
5127,COQ10B,0.428571429,0.419444444
5128,SSB,0.428571429,0.419444444
5129,H2AX,0.828571429,0.058333333
5130,CLPSL2,0.428571429,0.419444444
5131,TSG101,0.428571429,0.419444444
5132,IGFBP5,0.828571429,0.058333333
5133,MRPL45,0.428571429,0.419444444
5134,SLC29A4,0.828571429,0.058333333
5135,TATDN2,0.828571429,0.058333333
5136,SNTG1,0.428571429,0.419444444
5137,MPHOSPH10P1,0.828571429,0.058333333
5138,EIF2B3,0.428571429,0.419444444
5139,DDX56,0.828571429,0.058333333
5140,SMIM29,0.428571429,0.419444444
5141,TMCC2,0.828571429,0.058333333
5142,ATRIP,0.828571429,0.058333333
5143,ID1,0.828571429,0.058333333
5144,TMPRSS12,0.828571429,0.058333333
5145,CHMP2B,0.428571429,0.419444444
5146,RUNX1,0.828571429,0.058333333
5147,CSRNP2,0.428571429,0.419444444
5148,LTA,0.828571429,0.058333333
5149,IQSEC3,0.828571429,0.058333333
5150,API5,0.428571429,0.419444444
5151,PLCG2,0.828571429,0.058333333
5152,HLA-E,0.828571429,0.058333333
5153,NKX6-2,0.828571429,0.058333333
5154,TSPAN17,0.828571429,0.058333333
5155,TAB3,0.828571429,0.058333333
5156,LURAP1L,0.428571429,0.419444444
5157,DUSP14,0.428571429,0.419444444
5158,SOAT2,0.828571429,0.058333333
5159,CRYZL2P,0.828571429,0.058333333
5160,DLX4,0.428571429,0.419444444
5161,RANBP2,0.428571429,0.419444444
5162,TYRP1,0.428571429,0.419444444
5163,KIAA0232,0.428571429,0.419444444
5164,PDC,0.828571429,0.058333333
5165,ABCD4,0.428571429,0.419444444
5166,CIRBP-AS1,0.428571429,0.419444444
5167,SSX3,0.828571429,0.058333333
5168,FCAR,0.828571429,0.058333333
5169,PRPS2,0.428571429,0.419444444
5170,CTAG2,0.428571429,0.419444444
5171,ARHGEF39,0.828571429,0.058333333
5172,FNDC10,0.428571429,0.419444444
5173,PABPC1,0.828571429,0.058333333
5174,CHFR,0.828571429,0.058333333
5175,TPO,0.428571429,0.419444444
5176,LCN1,0.828571429,0.058333333
5177,SNORA58,0.828571429,0.058333333
5178,EPS8L1,0.828571429,0.058333333
5179,P2RX3,0.428571429,0.419444444
5180,LMOD3,0.828571429,0.058333333
5181,CASP8,0.828571429,0.058333333
5182,GDPD5,0.828571429,0.058333333
5183,ERC1,0.828571429,0.058333333
5184,FGFRL1,0.828571429,0.058333333
5185,LAMP1,0.828571429,0.058333333
5186,PROK2,0.828571429,0.058333333
5187,TTC7A,0.828571429,0.058333333
5188,PAQR4,0.828571429,0.058333333
5189,CENPE,0.428571429,0.419444444
5190,BECN1,0.428571429,0.419444444
5191,PSG6,0.428571429,0.419444444
5192,SALL1,0.428571429,0.419444444
5193,LYRM9,0.428571429,0.419444444
5194,NPFFR1,0.428571429,0.419444444
5195,STRBP,0.428571429,0.419444444
5196,NTM,0.428571429,0.419444444
5197,EFHD1,0.828571429,0.058333333
5198,CLEC1A,0.828571429,0.058333333
5199,PCGF2,0.828571429,0.058333333
5200,FHL1,0.428571429,0.419444444
5201,C9orf40,0.428571429,0.419444444
5202,PCGF1,0.428571429,0.419444444
5203,ZNF14,0.828571429,0.058333333
5204,FAT1,0.828571429,0.058333333
5205,EXOSC3,0.428571429,0.419444444
5206,MYO5B,0.428571429,0.419444444
5207,POGLUT3,0.828571429,0.058333333
5208,LMO3,0.428571429,0.419444444
5209,BVES,0.828571429,0.058333333
5210,KBTBD7,0.428571429,0.419444444
5211,ARID5A,0.428571429,0.419444444
5212,SIGLEC16,0.828571429,0.058333333
5213,MSMO1,0.428571429,0.419444444
5214,LOC100289495,0.428571429,0.419444444
5215,H1-3,0.828571429,0.058333333
5216,HES1,0.828571429,0.058333333
5217,ANXA2P1,0.828571429,0.058333333
5218,FBXO9,0.828571429,0.058333333
5219,SRSF4,0.828571429,0.058333333
5220,ZNF85,0.428571429,0.419444444
5221,YARS1,0.428571429,0.419444444
5222,CD300LG,0.428571429,0.419444444
5223,KDM6A,0.828571429,0.058333333
5224,CEMIP2,0.828571429,0.058333333
5225,SLC39A13,0.828571429,0.058333333
5226,ZBTB34,0.828571429,0.058333333
5227,BRD4,0.828571429,0.058333333
5228,TTC39C,0.828571429,0.058333333
5229,EXOC2,0.428571429,0.419444444
5230,RIMKLA,0.428571429,0.419444444
5231,MED4,0.428571429,0.419444444
5232,EYA2,0.828571429,0.058333333
5233,SPTLC3,0.428571429,0.419444444
5234,C1RL-AS1,0.828571429,0.058333333
5235,CLLU1-AS1,0.828571429,0.058333333
5236,ADCY10,0.828571429,0.058333333
5237,DGKA,0.428571429,0.419444444
5238,TTC33,0.428571429,0.419444444
5239,DMTN,0.428571429,0.419444444
5240,STRA6,0.428571429,0.419444444
5241,TOR3A,0.828571429,0.058333333
5242,ZNF212,0.828571429,0.058333333
5243,RPRD1B,0.428571429,0.419444444
5244,DUT,0.828571429,0.058333333
5245,LOC100288069,0.828571429,0.058333333
5246,JADE2,0.828571429,0.058333333
5247,SNU13,0.428571429,0.419444444
5248,DNAJB8,0.828571429,0.058333333
5249,DRAIC,0.428571429,0.419444444
5250,LINC00477,0.828571429,0.058333333
5251,RELT,0.828571429,0.058333333
5252,VIT,0.428571429,0.419444444
5253,SLC19A2,0.828571429,0.058333333
5254,LCMT2,0.428571429,0.419444444
5255,CCDC183-AS1,0.828571429,0.058333333
5256,OSCP1,0.428571429,0.419444444
5257,IFIT1B,0.428571429,0.419444444
5258,SLC11A1,0.828571429,0.058333333
5259,SERPING1,0.828571429,0.058333333
5260,ANKFY1,0.828571429,0.058333333
5261,ITGBL1,0.828571429,0.058333333
5262,GABRD,0.428571429,0.419444444
5263,C9orf72,0.428571429,0.419444444
5264,SREBF2,0.828571429,0.058333333
5265,CADPS2,0.428571429,0.419444444
5266,NR1I2,0.828571429,0.058333333
5267,TAPT1-AS1,0.828571429,0.058333333
5268,YJU2B,0.828571429,0.058333333
5269,DLGAP1-AS1,0.828571429,0.058333333
5270,NPHP3-AS1,0.828571429,0.058333333
5271,C10orf88,0.428571429,0.419444444
5272,CFD,0.828571429,0.058333333
5273,SLIT3,0.428571429,0.419444444
5274,ZNF655,0.828571429,0.058333333
5275,LOC338963,0.828571429,0.058333333
5276,LL22NC03-63E9.3,0.428571429,0.419444444
5277,PRICKLE2,0.428571429,0.419444444
5278,NOSTRIN,0.828571429,0.058333333
5279,UNC13B,0.828571429,0.058333333
5280,CAMK1,0.428571429,0.419444444
5281,RFNG,0.828571429,0.058333333
5282,TARDBPP3,0.828571429,0.058333333
5283,PIP4K2C,0.428571429,0.419444444
5284,DENND2D,0.828571429,0.058333333
5285,TMEM60,0.428571429,0.419444444
5286,KIR2DS4,0.828571429,0.058333333
5287,SATL1,0.428571429,0.419444444
5288,MXRA5,0.828571429,0.058333333
5289,GDF5-AS1,0.828571429,0.058333333
5290,MIER1,0.828571429,0.058333333
5291,MPV17L2,0.428571429,0.419444444
5292,PGM5,0.828571429,0.058333333
5293,AIDA,0.828571429,0.058333333
5294,FKRP,0.828571429,0.058333333
5295,ITM2B,0.428571429,0.419444444
5296,PUM2,0.428571429,0.419444444
5297,KLK4,0.428571429,0.419444444
5298,LOC392364,0.428571429,0.419444444
5299,SMPX,0.428571429,0.419444444
5300,CCDC63,0.428571429,0.419444444
5301,KDM8,0.428571429,0.419444444
5302,AIFM2,0.828571429,0.058333333
5303,AACS,0.428571429,0.419444444
5304,MUS81,0.828571429,0.058333333
5305,FARSA,0.428571429,0.419444444
5306,ETV3L,0.428571429,0.419444444
5307,LZTS2,0.828571429,0.058333333
5308,ADGRE5,0.828571429,0.058333333
5309,CREBBP,0.828571429,0.058333333
5310,STK24,0.428571429,0.419444444
5311,EEF1G,0.828571429,0.058333333
5312,STAB1,0.828571429,0.058333333
5313,FMN2,0.428571429,0.419444444
5314,LTO1,0.828571429,0.058333333
5315,HPN,0.828571429,0.058333333
5316,TET1,0.428571429,0.419444444
5317,MEDAG,0.428571429,0.419444444
5318,IZUMO4,0.828571429,0.058333333
5319,WAS,0.828571429,0.058333333
5320,FIP1L1,0.828571429,0.058333333
5321,TOX3,0.428571429,0.419444444
5322,MYL6,0.828571429,0.058333333
5323,AGPAT2,0.828571429,0.058333333
5324,PLCXD1,0.828571429,0.058333333
5325,SLC17A5,0.828571429,0.058333333
5326,ZNF267,0.828571429,0.058333333
5327,PHF23,0.828571429,0.058333333
5328,KNL1,0.428571429,0.419444444
5329,GABRE,0.828571429,0.058333333
5330,IRF4,0.828571429,0.058333333
5331,SLC30A4,0.828571429,0.058333333
5332,TPRG1L,0.428571429,0.419444444
5333,KIAA0319,0.428571429,0.419444444
5334,CNIH1,0.428571429,0.419444444
5335,PDPR,0.828571429,0.058333333
5336,RAB3IP,0.828571429,0.058333333
5337,PPP1R37,0.828571429,0.058333333
5338,GOLM1,0.828571429,0.058333333
5339,SNORD139,0.428571429,0.419444444
5340,SH2D1B,0.428571429,0.419444444
5341,ROBO3,0.828571429,0.058333333
5342,TRIP13,0.428571429,0.419444444
5343,DNAI4,0.828571429,0.058333333
5344,NPHP3,0.428571429,0.419444444
5345,SLC17A7,0.428571429,0.419444444
5346,R3HCC1,0.828571429,0.058333333
5347,SHROOM4,0.828571429,0.058333333
5348,TXNIP,0.828571429,0.058333333
5349,SLC47A2,0.828571429,0.058333333
5350,HDGFL3,0.428571429,0.419444444
5351,TFEC,0.828571429,0.058333333
5352,DNAAF2,0.428571429,0.419444444
5353,PRR15L,0.828571429,0.058333333
5354,PXDN,0.828571429,0.058333333
5355,KNCN,0.828571429,0.058333333
5356,KRT75,0.428571429,0.419444444
5357,STOML2,0.428571429,0.419444444
5358,RHOF,0.428571429,0.419444444
5359,KNSTRN,0.428571429,0.419444444
5360,RBMS2,0.828571429,0.058333333
5361,ADH1B,0.828571429,0.058333333
5362,MAPK7,0.828571429,0.058333333
5363,CNTRL,0.828571429,0.058333333
5364,PTCD2,0.428571429,0.419444444
5365,S100Z,0.828571429,0.058333333
5366,GLIPR2,0.828571429,0.058333333
5367,EIF4E2,0.428571429,0.419444444
5368,HSP90AB2P,0.828571429,0.058333333
5369,CD84,0.828571429,0.058333333
5370,SYPL2,0.828571429,0.058333333
5371,OR2T33,0.828571429,0.058333333
5372,ARMT1,0.428571429,0.419444444
5373,ABCE1,0.428571429,0.419444444
5374,RELL2,0.428571429,0.419444444
5375,SS18,0.828571429,0.058333333
5376,KIN,0.428571429,0.419444444
5377,DPY19L1,0.428571429,0.419444444
5378,CIB2,0.828571429,0.058333333
5379,PSORS1C1,0.428571429,0.419444444
5380,PAFAH1B2,0.428571429,0.419444444
5381,CATSPER3,0.828571429,0.058333333
5382,SLC22A18,0.428571429,0.419444444
5383,PAGE5,0.828571429,0.058333333
5384,EPB41L4B,0.428571429,0.419444444
5385,THOC3,0.428571429,0.419444444
5386,MFSD4A,0.428571429,0.419444444
5387,NLRP10,0.428571429,0.419444444
5388,TEX14,0.828571429,0.058333333
5389,RBBP5,0.428571429,0.419444444
5390,LINC01881,0.828571429,0.058333333
5391,ICAM1,0.828571429,0.058333333
5392,CST9,0.428571429,0.419444444
5393,RAE1,0.428571429,0.419444444
5394,NAE1,0.428571429,0.419444444
5395,CLTCL1,0.828571429,0.058333333
5396,GPIHBP1,0.828571429,0.058333333
5397,KIF26A,0.828571429,0.058333333
5398,SOD3,0.428571429,0.419444444
5399,TBP,0.428571429,0.419444444
5400,PBXIP1,0.828571429,0.058333333
5401,NAA15,0.428571429,0.419444444
5402,SPOCK2,0.428571429,0.419444444
5403,GRK6,0.428571429,0.419444444
5404,PIK3C2B,0.828571429,0.058333333
5405,MED13L,0.828571429,0.058333333
5406,TAF11,0.428571429,0.419444444
5407,SCGN,0.428571429,0.419444444
5408,SH3BP4,0.828571429,0.058333333
5409,POF1B,0.828571429,0.058333333
5410,FAAP24,0.428571429,0.419444444
5411,FOSL1,0.428571429,0.419444444
5412,CXXC1,0.828571429,0.058333333
5413,IFNAR1,0.828571429,0.058333333
5414,RBM12B,0.828571429,0.058333333
5415,ANAPC15,0.428571429,0.419444444
5416,MB21D2,0.428571429,0.419444444
5417,ANKRD53,0.428571429,0.419444444
5418,PLEKHG1,0.828571429,0.058333333
5419,LOC100134368,0.828571429,0.058333333
5420,OR2A14,0.428571429,0.419444444
5421,TSTD1,0.428571429,0.419444444
5422,ARMC8,0.428571429,0.419444444
5423,CFDP1,0.428571429,0.419444444
5424,TTC32,0.828571429,0.058333333
5425,MCM6,0.428571429,0.419444444
5426,PDIA4,0.828571429,0.058333333
5427,BMP8B,0.828571429,0.058333333
5428,LRRC2,0.428571429,0.419444444
5429,NMU,0.428571429,0.419444444
5430,YRDC,0.828571429,0.058333333
5431,DNAJC24,0.428571429,0.419444444
5432,FGF5,0.428571429,0.419444444
5433,DLG1,0.828571429,0.058333333
5434,CIART,0.428571429,0.419444444
5435,C9orf43,0.828571429,0.058333333
5436,OGA,0.428571429,0.419444444
5437,AMZ2P1,0.428571429,0.419444444
5438,REC8,0.828571429,0.058333333
5439,KCNJ2,0.828571429,0.058333333
5440,DBN1,0.828571429,0.058333333
5441,SLC8A3,0.428571429,0.419444444
5442,ABRAXAS2,0.428571429,0.419444444
5443,PIFO,0.828571429,0.058333333
5444,ABHD17C,0.828571429,0.058333333
5445,B3GALNT2,0.828571429,0.058333333
5446,TTBK1,0.428571429,0.419444444
5447,ASB16,0.428571429,0.419444444
5448,MBD1,0.428571429,0.419444444
5449,GABPB1,0.828571429,0.058333333
5450,SNORA8,0.428571429,0.419444444
5451,MAEA,0.428571429,0.419444444
5452,KDSR,0.828571429,0.058333333
5453,RAB11FIP4,0.828571429,0.058333333
5454,NRBF2,0.428571429,0.419444444
5455,B4GALT1,0.828571429,0.058333333
5456,SHCBP1,0.828571429,0.058333333
5457,UBAP2,0.428571429,0.419444444
5458,SMIM15,0.828571429,0.058333333
5459,TAL2,0.828571429,0.058333333
5460,SCRN2,0.828571429,0.058333333
5461,CHRM3,0.428571429,0.419444444
5462,MYBBP1A,0.428571429,0.419444444
5463,TAAR3P,0.828571429,0.058333333
5464,CDS2,0.428571429,0.419444444
5465,NNAT,0.428571429,0.419444444
5466,STAC3,0.828571429,0.058333333
5467,UQCC1,0.428571429,0.419444444
5468,ZGPAT,0.828571429,0.058333333
5469,UBB,0.428571429,0.419444444
5470,PRICKLE1,0.428571429,0.419444444
5471,PLXNB3,0.428571429,0.419444444
5472,CDC20,0.828571429,0.058333333
5473,MRPL35,0.828571429,0.058333333
5474,MOSPD2,0.828571429,0.058333333
5475,CHRD,0.428571429,0.419444444
5476,KLF7,0.828571429,0.058333333
5477,PPBP,0.828571429,0.058333333
5478,C20orf202,0.428571429,0.419444444
5479,KRTAP4-12,0.428571429,0.419444444
5480,GATA2,0.828571429,0.058333333
5481,ABCC1,0.428571429,0.419444444
5482,KDR,0.428571429,0.419444444
5483,GALT,0.828571429,0.058333333
5484,WASF2,0.828571429,0.058333333
5485,RAB23,0.828571429,0.058333333
5486,TMC1,0.828571429,0.058333333
5487,KHDRBS3,0.428571429,0.419444444
5488,ATP6V1C1,0.428571429,0.419444444
5489,FOXP4,0.428571429,0.419444444
5490,INSM2,0.428571429,0.419444444
5491,GDPD1,0.828571429,0.058333333
5492,CXADRP3,0.828571429,0.058333333
5493,LOC730668,0.828571429,0.058333333
5494,MT1JP,0.828571429,0.058333333
5495,POLR2B,0.428571429,0.419444444
5496,FAM111A,0.828571429,0.058333333
5497,DOHH,0.828571429,0.058333333
5498,SPINT2,0.428571429,0.419444444
5499,JMJD6,0.828571429,0.058333333
5500,EGR1,0.428571429,0.419444444
5501,TNFSF18,0.828571429,0.058333333
5502,CNTN2,0.828571429,0.058333333
5503,MTHFD1L,0.428571429,0.419444444
5504,FAM83A-AS1,0.828571429,0.058333333
5505,SLC7A6,0.428571429,0.419444444
5506,POLR2M,0.428571429,0.419444444
5507,VNN2,0.828571429,0.058333333
5508,HJV,0.828571429,0.058333333
5509,GPR52,0.428571429,0.419444444
5510,NCDN,0.428571429,0.419444444
5511,BNIP3L,0.428571429,0.419444444
5512,SNORA24,0.428571429,0.419444444
5513,KCNMB3,0.828571429,0.058333333
5514,RAMP3,0.828571429,0.058333333
5515,AMOTL2,0.828571429,0.058333333
5516,NFIA,0.828571429,0.058333333
5517,LINC03034,0.828571429,0.058333333
5518,SEPTIN7P14,0.828571429,0.058333333
5519,BCL10,0.428571429,0.419444444
5520,PAK4,0.828571429,0.058333333
5521,KRTAP4-7,0.428571429,0.419444444
5522,IQCC,0.828571429,0.058333333
5523,TIPRL,0.428571429,0.419444444
5524,YTHDC1,0.828571429,0.058333333
5525,SCPEP1,0.428571429,0.419444444
5526,ELOVL3,0.428571429,0.419444444
5527,GFPT1,0.428571429,0.419444444
5528,EGFEM1P,0.828571429,0.058333333
5529,UBL5,0.428571429,0.419444444
5530,FLRT3,0.428571429,0.419444444
5531,REREP3,0.828571429,0.058333333
5532,ALKBH8,0.828571429,0.058333333
5533,CARD10,0.828571429,0.058333333
5534,LOC100128288,0.828571429,0.058333333
5535,KIRREL2,0.428571429,0.419444444
5536,LINC00347,0.828571429,0.058333333
5537,RBMXL1,0.428571429,0.419444444
5538,KRTAP1-5,0.428571429,0.419444444
5539,SEPTIN12,0.828571429,0.058333333
5540,TST,0.828571429,0.058333333
5541,FGFR3,0.828571429,0.058333333
5542,LINC00290,0.828571429,0.058333333
5543,NUFIP1,0.428571429,0.419444444
5544,ACTR2,0.428571429,0.419444444
5545,SNORA57,0.828571429,0.058333333
5546,VPS33B,0.428571429,0.419444444
5547,HSF2,0.428571429,0.419444444
5548,CHKA,0.828571429,0.058333333
5549,AFAP1,0.828571429,0.058333333
5550,PHF12,0.428571429,0.419444444
5551,LOC643441,0.428571429,0.419444444
5552,TRIM61,0.828571429,0.058333333
5553,RTF2,0.828571429,0.058333333
5554,ICE1,0.428571429,0.419444444
5555,TAS2R31,0.428571429,0.419444444
5556,ARSK,0.428571429,0.419444444
