,symbol,correlation,pvalue
6202,PAEP,0.942857143,0.016666667
6203,TENT2,0.942857143,0.016666667
6204,RTP2,0.942857143,0.016666667
6205,TNFRSF19,0.142857143,0.802777778
6206,AATK,0.142857143,0.802777778
6207,SNORA78,0.142857143,0.802777778
6208,NKD1,0.142857143,0.802777778
6209,USP47,0.142857143,0.802777778
6210,TTTY15,0.142857143,0.802777778
6211,HDX,0.142857143,0.802777778
6212,DAZL,0.942857143,0.016666667
6213,FOXK1,0.142857143,0.802777778
6214,LBHD1,0.142857143,0.802777778
6215,SPIN1,0.942857143,0.016666667
6216,ZNF735,0.942857143,0.016666667
6217,ZNF485,0.142857143,0.802777778
6218,GOLGA7B,0.142857143,0.802777778
6219,MYCBPAP,0.942857143,0.016666667
6220,UBXN8,0.942857143,0.016666667
6221,CCL8,0.942857143,0.016666667
6222,NALCN,0.942857143,0.016666667
6223,PDHA2,0.142857143,0.802777778
6224,COL4A4,0.142857143,0.802777778
6225,OR14C36,0.942857143,0.016666667
6226,LDC1P,0.142857143,0.802777778
6227,ASZ1,0.942857143,0.016666667
6228,ATP6V0D1,0.942857143,0.016666667
6229,ANKRD66,0.942857143,0.016666667
6230,MTF2,0.142857143,0.802777778
6231,RFX6,0.142857143,0.802777778
6232,CDH22,0.942857143,0.016666667
6233,SELENOF,0.942857143,0.016666667
6234,RASGRF2,0.942857143,0.016666667
6235,HMBS,0.142857143,0.802777778
6236,ENPP7,0.142857143,0.802777778
6237,RNU105C,0.142857143,0.802777778
6238,SMIM26,0.942857143,0.016666667
6239,HTR1B,0.942857143,0.016666667
6240,IMPDH2,0.942857143,0.016666667
6241,ILF2,0.942857143,0.016666667
6242,GNG10,0.942857143,0.016666667
6243,ATP5F1D,0.942857143,0.016666667
6244,NUP50,0.942857143,0.016666667
6245,ADM2,0.942857143,0.016666667
6246,KCNN4,0.142857143,0.802777778
6247,ITGA2,0.142857143,0.802777778
6248,ARHGAP21,0.142857143,0.802777778
6249,LRP4,0.142857143,0.802777778
6250,C11orf91,0.142857143,0.802777778
6251,PPP1R42,0.142857143,0.802777778
6252,PLAC9,0.142857143,0.802777778
6253,CNTLN,0.942857143,0.016666667
6254,RDH13,0.142857143,0.802777778
6255,KRT76,0.942857143,0.016666667
6256,FCGBP,0.142857143,0.802777778
6257,MOCOS,0.142857143,0.802777778
6258,CYP20A1,0.142857143,0.802777778
6259,NOXO1,0.142857143,0.802777778
6260,PRDM2,0.942857143,0.016666667
6261,ACOT12,0.942857143,0.016666667
6262,DPY19L2,0.942857143,0.016666667
6263,RAB20,0.142857143,0.802777778
6264,ACKR4,0.942857143,0.016666667
6265,ZNF716,0.142857143,0.802777778
6266,TRIM64B,0.142857143,0.802777778
6267,RTL6,0.942857143,0.016666667
6268,LRRC4C,0.942857143,0.016666667
6269,CSF3,0.942857143,0.016666667
6270,TMEM19,0.942857143,0.016666667
6271,SLFNL1-AS1,0.142857143,0.802777778
6272,GRHL3,0.142857143,0.802777778
6273,ROBO1,0.942857143,0.016666667
6274,MMP2,0.142857143,0.802777778
6275,RNASEH2B,0.942857143,0.016666667
6276,LINC02433,0.142857143,0.802777778
6277,TLR6,0.142857143,0.802777778
6278,ZNF658,0.942857143,0.016666667
6279,KLF9,0.942857143,0.016666667
6280,OC90,0.942857143,0.016666667
6281,PSPC1,0.142857143,0.802777778
6282,LSAMP,0.142857143,0.802777778
6283,GALNT11,0.942857143,0.016666667
6284,SELENOI,0.942857143,0.016666667
6285,SPEF2,0.142857143,0.802777778
6286,SLC22A9,0.942857143,0.016666667
6287,TRIM65,0.142857143,0.802777778
6288,HR,0.942857143,0.016666667
6289,RPL23AP32,0.142857143,0.802777778
6290,DUSP1,0.142857143,0.802777778
6291,SLC6A6,0.942857143,0.016666667
6292,SNORD10,0.142857143,0.802777778
6293,TMEM230,0.942857143,0.016666667
6294,IMPA1,0.942857143,0.016666667
6295,TRIM45,0.942857143,0.016666667
6296,SLC16A2,0.942857143,0.016666667
6297,COG5,0.942857143,0.016666667
6298,FAM81A,0.942857143,0.016666667
6299,CELSR2,0.942857143,0.016666667
6300,MAP4K3,0.942857143,0.016666667
6301,WIF1,0.942857143,0.016666667
6302,SERF2,0.142857143,0.802777778
6303,RSF1,0.142857143,0.802777778
6304,LRRC41,0.142857143,0.802777778
6305,IFT172,0.142857143,0.802777778
6306,RALBP1,0.142857143,0.802777778
6307,TMC4,0.142857143,0.802777778
6308,KCNE5,0.942857143,0.016666667
6309,UBE2L3,0.142857143,0.802777778
6310,PELI3,0.942857143,0.016666667
6311,GP2,0.142857143,0.802777778
6312,CTAGE11P,0.142857143,0.802777778
6313,EIPR1,0.942857143,0.016666667
6314,ABCA5,0.942857143,0.016666667
6315,CTU1,0.142857143,0.802777778
6316,NCF1C,0.142857143,0.802777778
6317,PWRN1,0.942857143,0.016666667
6318,MLXIP,0.942857143,0.016666667
6319,MIIP,0.942857143,0.016666667
6320,BTBD2,0.142857143,0.802777778
6321,SCARNA9,0.142857143,0.802777778
6322,FRMPD4,0.942857143,0.016666667
6323,HCAR1,0.942857143,0.016666667
6324,ANKRD13A,0.142857143,0.802777778
6325,C2orf88,0.142857143,0.802777778
6326,SEPHS2,0.942857143,0.016666667
6327,VPS51,0.142857143,0.802777778
6328,CPEB3,0.142857143,0.802777778
6329,SLC25A19,0.142857143,0.802777778
6330,SIPA1L1,0.142857143,0.802777778
6331,LSM7,0.142857143,0.802777778
6332,OR8H1,0.942857143,0.016666667
6333,HSPA12B,0.142857143,0.802777778
6334,ANKLE2,0.942857143,0.016666667
6335,SLC6A2,0.142857143,0.802777778
6336,ADAMTSL2,0.142857143,0.802777778
6337,RPS2,0.142857143,0.802777778
6338,FARS2,0.942857143,0.016666667
6339,KIAA0753,0.942857143,0.016666667
6340,BCLAF1,0.942857143,0.016666667
6341,LOC162137,0.142857143,0.802777778
6342,SNORD88C,0.142857143,0.802777778
6343,LINC02872,0.142857143,0.802777778
6344,EMILIN1,0.142857143,0.802777778
6345,CSNK2B,0.942857143,0.016666667
6346,TDRD3,0.142857143,0.802777778
6347,SGK1,0.142857143,0.802777778
6348,ZNF471,0.142857143,0.802777778
6349,TDRD9,0.942857143,0.016666667
6350,OR2T27,0.942857143,0.016666667
6351,ABITRAM,0.942857143,0.016666667
6352,PNKP,0.142857143,0.802777778
6353,CCNYL6,0.142857143,0.802777778
6354,GRM4,0.942857143,0.016666667
6355,GRM5P1,0.942857143,0.016666667
6356,ACAT2,0.942857143,0.016666667
6357,KDM3B,0.142857143,0.802777778
6358,ASMTL,0.942857143,0.016666667
6359,CYB561A3,0.142857143,0.802777778
6360,AQP4-AS1,0.142857143,0.802777778
6361,SEC11A,0.142857143,0.802777778
6362,LINC01551,0.942857143,0.016666667
6363,LOC93622,0.942857143,0.016666667
6364,TMPRSS11BNL,0.142857143,0.802777778
6365,ZNF510,0.942857143,0.016666667
6366,CNP,0.142857143,0.802777778
6367,BPHL,0.942857143,0.016666667
6368,CDK5,0.942857143,0.016666667
6369,DISP2,0.942857143,0.016666667
6370,FPR3,0.142857143,0.802777778
6371,PARG,0.142857143,0.802777778
6372,COL20A1,0.142857143,0.802777778
6373,TMTC1,0.942857143,0.016666667
6374,CSNK1E,0.142857143,0.802777778
6375,ASTL,0.142857143,0.802777778
6376,ETFBKMT,0.942857143,0.016666667
6377,SMARCA5,0.142857143,0.802777778
6378,KLF10,0.942857143,0.016666667
6379,ANXA2R-OT1,0.142857143,0.802777778
6380,ZAN,0.142857143,0.802777778
6381,HOXC10,0.942857143,0.016666667
6382,SLC37A4,0.142857143,0.802777778
6383,SNORA80A,0.142857143,0.802777778
6384,NUTM2D,0.942857143,0.016666667
6385,CALHM5,0.142857143,0.802777778
6386,MOB2,0.142857143,0.802777778
6387,IL17D,0.142857143,0.802777778
6388,PRSS36,0.942857143,0.016666667
6389,SACM1L,0.942857143,0.016666667
6390,VRTN,0.142857143,0.802777778
6391,CFP,0.942857143,0.016666667
6392,OCM2,0.942857143,0.016666667
6393,KLRC1,0.142857143,0.802777778
6394,PALM3,0.142857143,0.802777778
6395,ZNF416,0.942857143,0.016666667
6396,GTPBP4,0.942857143,0.016666667
6397,ZNF596,0.942857143,0.016666667
6398,SLC12A6,0.142857143,0.802777778
6399,CREB1,0.142857143,0.802777778
6400,GALNT8,0.142857143,0.802777778
6401,RNY1,0.142857143,0.802777778
6402,PPP1R15A,0.142857143,0.802777778
6403,RTN4RL2,0.942857143,0.016666667
6404,PSRC1,0.142857143,0.802777778
6405,ANK3,0.942857143,0.016666667
6406,TCEAL8,0.942857143,0.016666667
6407,RBM27,0.942857143,0.016666667
6408,PERM1,0.142857143,0.802777778
6409,OR2M3,0.942857143,0.016666667
6410,PEX13,0.942857143,0.016666667
6411,PRSS21,0.142857143,0.802777778
6412,SYT3,0.942857143,0.016666667
6413,CHST2,0.142857143,0.802777778
6414,FRMD6,0.142857143,0.802777778
6415,MIR920,0.142857143,0.802777778
6416,DAND5,0.142857143,0.802777778
6417,ZNF676,0.142857143,0.802777778
6418,C14orf119,0.142857143,0.802777778
6419,NDUFB1,0.142857143,0.802777778
6420,HIVEP2,0.942857143,0.016666667
6421,ZNF646,0.942857143,0.016666667
6422,ADCYAP1R1,0.942857143,0.016666667
6423,CACNB4,0.942857143,0.016666667
6424,RAB5A,0.942857143,0.016666667
6425,SYT7,0.142857143,0.802777778
6426,CLYBL,0.942857143,0.016666667
6427,RPSA,0.142857143,0.802777778
6428,ECM1,0.142857143,0.802777778
6429,TOM1L2,0.142857143,0.802777778
6430,FLII,0.142857143,0.802777778
6431,FOXN1,0.942857143,0.016666667
6432,OR7E156P,0.142857143,0.802777778
6433,SP110,0.142857143,0.802777778
6434,OR56B1,0.142857143,0.802777778
6435,ANKRD33B,0.142857143,0.802777778
6436,HSPH1,0.942857143,0.016666667
6437,CCT6P3,0.942857143,0.016666667
6438,SPEN-AS1,0.142857143,0.802777778
6439,XRN1,0.142857143,0.802777778
6440,KRT16P3,0.942857143,0.016666667
6441,NKAIN1,0.942857143,0.016666667
6442,CPSF7,0.942857143,0.016666667
6443,GYPE,0.942857143,0.016666667
6444,MAGEA8,0.142857143,0.802777778
6445,ANGPTL4,-0.085714286,0.919444444
6446,PAK6,0.942857143,0.016666667
6447,KAT8,0.142857143,0.802777778
6448,PANK2,0.942857143,0.016666667
6449,L3MBTL3,0.142857143,0.802777778
6450,FAM167A-AS1,0.142857143,0.802777778
6451,EIF3J,0.942857143,0.016666667
6452,FAM186B,0.942857143,0.016666667
6453,ZFP62,0.142857143,0.802777778
6454,DPF2,0.142857143,0.802777778
6455,CHSY3,0.942857143,0.016666667
6456,PITX2,0.942857143,0.016666667
6457,RIDA,0.942857143,0.016666667
6458,IFIT2,0.142857143,0.802777778
6459,USP15,0.942857143,0.016666667
6460,UNC5B,0.142857143,0.802777778
6461,COX14,0.942857143,0.016666667
6462,SLC1A2,0.942857143,0.016666667
6463,IRF5,0.142857143,0.802777778
6464,OPTN,0.942857143,0.016666667
6465,MEA1,0.942857143,0.016666667
6466,RNF103,0.942857143,0.016666667
6467,TMED2,0.942857143,0.016666667
6468,BTN1A1,0.942857143,0.016666667
6469,TMEM59L,0.942857143,0.016666667
6470,TRPM4,0.142857143,0.802777778
6471,SELENBP1,0.142857143,0.802777778
6472,OIP5-AS1,0.942857143,0.016666667
6473,ZKSCAN1,0.142857143,0.802777778
6474,HOMEZ,0.142857143,0.802777778
6475,POLR3C,0.942857143,0.016666667
6476,BAIAP2L1,0.142857143,0.802777778
6477,YAP1,0.142857143,0.802777778
6478,HAS1,0.942857143,0.016666667
6479,TBX15,0.142857143,0.802777778
6480,YEATS2,0.942857143,0.016666667
6481,CREG1,0.942857143,0.016666667
6482,SFI1,0.142857143,0.802777778
6483,LINC02591,0.142857143,0.802777778
6484,GLYAT,0.942857143,0.016666667
6485,ST8SIA3,0.942857143,0.016666667
6486,IFT20,0.142857143,0.802777778
6487,TSPYL6,0.142857143,0.802777778
6488,YIPF3,0.142857143,0.802777778
6489,PTCHD3,0.142857143,0.802777778
6490,RABGAP1,0.142857143,0.802777778
6491,TOB2P1,0.142857143,0.802777778
6492,UBE2M,0.142857143,0.802777778
6493,KLK10,0.942857143,0.016666667
6494,MT3,0.142857143,0.802777778
6495,MIR2115,0.942857143,0.016666667
6496,ATP6V0E2,0.942857143,0.016666667
6497,CLASP2,0.942857143,0.016666667
6498,TBK1,0.942857143,0.016666667
6499,AFG3L1P,0.142857143,0.802777778
6500,EFCAB13,0.942857143,0.016666667
6501,COPS2,0.942857143,0.016666667
6502,BMP2,0.142857143,0.802777778
6503,RNF126,0.142857143,0.802777778
6504,TMA7,0.142857143,0.802777778
6505,RAB12,-0.085714286,0.919444444
6506,GZMK,0.142857143,0.802777778
6507,RAD18,0.942857143,0.016666667
6508,CLINT1,0.942857143,0.016666667
6509,DMRT3,0.942857143,0.016666667
6510,SOS2,0.142857143,0.802777778
6511,SLC36A4,0.142857143,0.802777778
6512,ERI3,0.142857143,0.802777778
6513,SLC1A7,0.142857143,0.802777778
6514,MYOZ1,0.942857143,0.016666667
6515,P2RY8,0.142857143,0.802777778
6516,TPSB2,0.142857143,0.802777778
6517,TRIM16,0.142857143,0.802777778
6518,NDUFC2,0.942857143,0.016666667
6519,DLST,0.142857143,0.802777778
6520,TMEM267,-0.085714286,0.919444444
6521,WT1,0.142857143,0.802777778
6522,FGF1,0.142857143,0.802777778
6523,PRDX5,0.942857143,0.016666667
6524,RPS14,0.142857143,0.802777778
6525,UHRF1BP1,0.942857143,0.016666667
6526,LINC00426,0.142857143,0.802777778
6527,ORMDL2,0.142857143,0.802777778
6528,DHTKD1,0.142857143,0.802777778
6529,PTPRE,0.942857143,0.016666667
6530,RRM1,0.942857143,0.016666667
6531,MMD2,0.142857143,0.802777778
6532,TRMO,0.142857143,0.802777778
6533,MIR10B,0.142857143,0.802777778
6534,ATN1,0.942857143,0.016666667
6535,DIS3L2,0.142857143,0.802777778
6536,PMVK,0.142857143,0.802777778
6537,IRAG1,0.142857143,0.802777778
6538,AMZ2,0.942857143,0.016666667
6539,FAM193A,0.142857143,0.802777778
6540,CASKIN2,0.142857143,0.802777778
6541,XPO6,0.142857143,0.802777778
6542,SUSD3,0.142857143,0.802777778
6543,ZCCHC10,0.142857143,0.802777778
6544,MLEC,0.142857143,0.802777778
6545,SLC16A7,0.942857143,0.016666667
6546,CDX2,0.142857143,0.802777778
6547,CD1E,0.142857143,0.802777778
6548,LRAT,0.142857143,0.802777778
6549,ATG101,0.142857143,0.802777778
6550,KRT14,0.942857143,0.016666667
6551,CEP68,0.942857143,0.016666667
6552,DIAPH2,0.142857143,0.802777778
6553,PLN,0.142857143,0.802777778
6554,TBC1D29P,0.142857143,0.802777778
6555,PDCD6P1,0.142857143,0.802777778
6556,AMER1,0.142857143,0.802777778
6557,PIM1,0.142857143,0.802777778
6558,NPPC,0.942857143,0.016666667
6559,PCBP3,0.942857143,0.016666667
6560,SCGB1C1,0.942857143,0.016666667
6561,HNRNPM,0.142857143,0.802777778
6562,BICD2,0.142857143,0.802777778
6563,CFAP276,0.142857143,0.802777778
6564,SMAP2,0.942857143,0.016666667
6565,ZNF619,0.942857143,0.016666667
6566,NCR2,0.942857143,0.016666667
6567,FAM118B,0.942857143,0.016666667
6568,SLC43A3,0.142857143,0.802777778
6569,DPM2,0.942857143,0.016666667
6570,OPN5,0.942857143,0.016666667
6571,CPNE1,0.142857143,0.802777778
6572,E2F7,0.142857143,0.802777778
6573,TRIM4,0.142857143,0.802777778
6574,VPS25,0.942857143,0.016666667
6575,PSMC6,0.942857143,0.016666667
6576,RHCG,0.142857143,0.802777778
6577,SGCA,0.942857143,0.016666667
6578,TTC9C,0.942857143,0.016666667
6579,ZNF10,0.942857143,0.016666667
6580,RPL18,0.142857143,0.802777778
6581,RTN2,0.942857143,0.016666667
6582,CD14,-0.085714286,0.919444444
6583,EVA1A,0.942857143,0.016666667
6584,UBTF,0.142857143,0.802777778
6585,PARD6B,0.942857143,0.016666667
6586,MRPS15,0.142857143,0.802777778
6587,FBXO3,0.942857143,0.016666667
6588,ECEL1,0.942857143,0.016666667
6589,GNAS,0.942857143,0.016666667
6590,HDLBP,0.142857143,0.802777778
6591,LACTB2,0.942857143,0.016666667
6592,ARHGAP15,0.142857143,0.802777778
6593,MALT1,0.142857143,0.802777778
6594,BTBD11,0.942857143,0.016666667
6595,RPL29P2,0.142857143,0.802777778
6596,H3C11,0.142857143,0.802777778
6597,MCM4,0.942857143,0.016666667
6598,PF4V1,0.142857143,0.802777778
6599,IDI2,0.942857143,0.016666667
6600,TMEM198,0.942857143,0.016666667
6601,HEXB,0.942857143,0.016666667
6602,PMFBP1,0.142857143,0.802777778
6603,SCNN1G,0.142857143,0.802777778
6604,RNPS1,0.942857143,0.016666667
6605,TMEM150C,0.942857143,0.016666667
6606,TCERG1L,0.942857143,0.016666667
6607,MX2,0.142857143,0.802777778
6608,LORICRIN,0.942857143,0.016666667
6609,PRB4,0.942857143,0.016666667
6610,PTGR3,-0.085714286,0.919444444
6611,OXER1,0.142857143,0.802777778
6612,LINC02372,0.942857143,0.016666667
6613,SERPINE3,0.142857143,0.802777778
6614,MDH1B,0.942857143,0.016666667
6615,ULBP2,0.942857143,0.016666667
6616,LINC00319,0.942857143,0.016666667
6617,CEACAM1,0.142857143,0.802777778
6618,NDUFAF3,0.942857143,0.016666667
6619,CCAR2,0.942857143,0.016666667
6620,CTSL3P,0.142857143,0.802777778
6621,ATXN2,0.142857143,0.802777778
6622,CASP6,0.142857143,0.802777778
6623,HNF1A,0.142857143,0.802777778
6624,MPIG6B,0.942857143,0.016666667
6625,NARF,0.142857143,0.802777778
6626,TAF2,0.942857143,0.016666667
6627,BDH2,-0.085714286,0.919444444
6628,RALGPS2,-0.085714286,0.919444444
6629,STX7,0.942857143,0.016666667
6630,PDE4D,0.942857143,0.016666667
6631,MIR542,0.142857143,0.802777778
6632,APLF,0.142857143,0.802777778
6633,ALG12,0.142857143,0.802777778
6634,NUDT5,-0.085714286,0.919444444
6635,FAM149A,0.942857143,0.016666667
6636,HSPA8,0.942857143,0.016666667
6637,CTRC,0.142857143,0.802777778
6638,DGCR11,-0.085714286,0.919444444
6639,CD2,0.142857143,0.802777778
6640,BATF,0.142857143,0.802777778
6641,CD59,-0.085714286,0.919444444
6642,DCTN5,0.142857143,0.802777778
6643,ZDHHC7,0.142857143,0.802777778
6644,CNDP2,0.942857143,0.016666667
6645,NCF4,0.942857143,0.016666667
6646,PRSS58,0.942857143,0.016666667
6647,SUMO1P3,0.942857143,0.016666667
6648,COL26A1,0.942857143,0.016666667
6649,C4BPB,0.142857143,0.802777778
6650,ZNF330,-0.085714286,0.919444444
6651,CLDN19,0.142857143,0.802777778
6652,TMPRSS3,-0.085714286,0.919444444
6653,MRRF,0.942857143,0.016666667
6654,DDX28,0.942857143,0.016666667
6655,BICDL2,0.942857143,0.016666667
6656,TNFSF13,0.942857143,0.016666667
6657,LOC100129066,0.942857143,0.016666667
6658,RYBP,-0.085714286,0.919444444
6659,B4GALT3,-0.085714286,0.919444444
6660,IGF2-AS,0.142857143,0.802777778
6661,RGS9,0.142857143,0.802777778
6662,PCDHGA9,0.142857143,0.802777778
6663,TMEFF2,0.942857143,0.016666667
6664,KLHDC10,0.942857143,0.016666667
6665,SHISAL2A,0.142857143,0.802777778
6666,TAS2R4,0.942857143,0.016666667
6667,MMGT1,0.942857143,0.016666667
6668,PAH,0.942857143,0.016666667
6669,LINC02878,0.142857143,0.802777778
6670,FUCA1,0.942857143,0.016666667
6671,ALG6,0.942857143,0.016666667
6672,ST7,0.142857143,0.802777778
6673,C1D,0.942857143,0.016666667
6674,DENND1B,-0.085714286,0.919444444
6675,OOSP2,0.942857143,0.016666667
6676,NDUFB4,0.942857143,0.016666667
6677,TLCD3B,-0.085714286,0.919444444
6678,C10orf120,0.942857143,0.016666667
6679,SNORD71,0.142857143,0.802777778
6680,HOXC5,0.942857143,0.016666667
6681,OR4B1,0.142857143,0.802777778
6682,LARP4,-0.085714286,0.919444444
6683,POU3F4,0.142857143,0.802777778
6684,SERPINE1,0.142857143,0.802777778
6685,SLC9B2,0.942857143,0.016666667
6686,NR3C2,0.942857143,0.016666667
6687,BBS4,-0.085714286,0.919444444
6688,PIGH,0.942857143,0.016666667
6689,PKP1,0.142857143,0.802777778
6690,UBE2L6,-0.085714286,0.919444444
6691,GPR180,-0.085714286,0.919444444
6692,DIPK1A,0.942857143,0.016666667
6693,DHRS2,0.942857143,0.016666667
6694,ADRA2C,0.942857143,0.016666667
6695,B3GNT4,0.942857143,0.016666667
6696,DFFB,-0.085714286,0.919444444
6697,EDDM3B,0.142857143,0.802777778
6698,UBASH3B,0.942857143,0.016666667
6699,EN2,0.142857143,0.802777778
6700,ST6GALNAC4,-0.085714286,0.919444444
6701,PRRT2,-0.085714286,0.919444444
6702,CFAP251,-0.085714286,0.919444444
6703,LRRC77P,0.942857143,0.016666667
6704,C10orf55,0.142857143,0.802777778
6705,C9orf24,0.942857143,0.016666667
6706,SLC6A5,0.942857143,0.016666667
6707,LOC100128164,0.142857143,0.802777778
6708,LTB4R,-0.085714286,0.919444444
6709,ACCS,-0.085714286,0.919444444
6710,FANK1,0.142857143,0.802777778
6711,WDR5,-0.085714286,0.919444444
6712,NOTO,0.942857143,0.016666667
6713,WIZ,-0.085714286,0.919444444
6714,MTFR1,-0.085714286,0.919444444
6715,APOBEC3F,-0.085714286,0.919444444
6716,TMEM270,0.942857143,0.016666667
6717,SLC45A2,-0.085714286,0.919444444
6718,KDM4A,-0.085714286,0.919444444
6719,DPP9,-0.085714286,0.919444444
6720,MIR551B,0.142857143,0.802777778
6721,TUBA3E,0.942857143,0.016666667
6722,GRM6,0.942857143,0.016666667
6723,BRMS1L,0.942857143,0.016666667
6724,PTX4,-0.085714286,0.919444444
6725,GPRIN3,-0.085714286,0.919444444
6726,MAB21L3,-0.085714286,0.919444444
6727,ALDH4A1,-0.085714286,0.919444444
6728,LINC01960,-0.085714286,0.919444444
6729,GPR137,-0.085714286,0.919444444
6730,PFAS,0.942857143,0.016666667
6731,NUPR2,0.942857143,0.016666667
6732,DPYS,0.942857143,0.016666667
6733,ENPP4,0.942857143,0.016666667
6734,SUDS3,0.942857143,0.016666667
6735,JAGN1,-0.085714286,0.919444444
6736,LOC401127,-0.085714286,0.919444444
6737,PRAP1,0.942857143,0.016666667
6738,SHPK,-0.085714286,0.919444444
6739,AASS,-0.085714286,0.919444444
6740,PIGW,0.942857143,0.016666667
6741,DNAJB14,0.942857143,0.016666667
6742,CNTN4,0.942857143,0.016666667
6743,EVC2,0.942857143,0.016666667
6744,ZNF512,0.942857143,0.016666667
6745,MSRB2,-0.085714286,0.919444444
6746,KRT17P5,0.942857143,0.016666667
6747,APOBEC3G,-0.085714286,0.919444444
6748,FOXL2,-0.085714286,0.919444444
6749,DOK2,-0.085714286,0.919444444
6750,SNORD46,-0.085714286,0.919444444
6751,RUVBL1,0.942857143,0.016666667
6752,SLC25A31,-0.085714286,0.919444444
6753,SFTPC,-0.085714286,0.919444444
6754,REP15,-0.085714286,0.919444444
6755,KRI1,0.942857143,0.016666667
6756,DMGDH,0.942857143,0.016666667
6757,LILRA1,0.942857143,0.016666667
6758,FAM98B,-0.085714286,0.919444444
6759,UBE3C,0.942857143,0.016666667
6760,EPHA7,0.828571429,0.058333333
6761,THEMIS2,0.657142857,0.175
6762,NEDD4,0.657142857,0.175
6763,REC114,0.657142857,0.175
6764,CSNK2A3,-0.371428571,0.497222222
6765,ZCCHC4,-0.371428571,0.497222222
6766,ADGRG1,-0.371428571,0.497222222
6767,SPACA3,-0.371428571,0.497222222
6768,DAG1,-0.371428571,0.497222222
6769,VSIG2,-0.371428571,0.497222222
6770,F2RL1,-0.371428571,0.497222222
6771,TCF7L2,-0.371428571,0.497222222
6772,PIK3CD-AS1,0.657142857,0.175
6773,LOC728743,-0.371428571,0.497222222
6774,PHETA1,-0.371428571,0.497222222
6775,KIT,0.657142857,0.175
6776,KCTD15,-0.371428571,0.497222222
6777,BRINP3,0.657142857,0.175
6778,OR51I2,0.657142857,0.175
6779,CD248,-0.371428571,0.497222222
6780,ADH1A,-0.371428571,0.497222222
6781,ZNF490,-0.371428571,0.497222222
6782,WDR89,-0.371428571,0.497222222
6783,SRPK1,0.657142857,0.175
6784,RPRD2,0.657142857,0.175
6785,VPS37D,-0.371428571,0.497222222
6786,IDI1,0.657142857,0.175
6787,KCNK5,-0.371428571,0.497222222
6788,SLC52A3,-0.371428571,0.497222222
6789,ZNF574,0.657142857,0.175
6790,TTC36,0.657142857,0.175
6791,GCA,0.657142857,0.175
6792,INMT,-0.371428571,0.497222222
6793,SLC16A13,-0.371428571,0.497222222
6794,TRO,0.657142857,0.175
6795,ZFP36L1,-0.371428571,0.497222222
6796,OLFML2A,-0.371428571,0.497222222
6797,BCDIN3D,-0.371428571,0.497222222
6798,INGX,-0.371428571,0.497222222
6799,FBRS,-0.371428571,0.497222222
6800,MCCC2,0.657142857,0.175
6801,CYP4F3,-0.371428571,0.497222222
6802,SLC45A3,-0.371428571,0.497222222
6803,PCBP2,0.657142857,0.175
6804,MAPK15,0.657142857,0.175
6805,SPINK1,0.657142857,0.175
6806,HIKESHI,0.657142857,0.175
6807,ZNF214,0.657142857,0.175
6808,TNFRSF8,-0.371428571,0.497222222
6809,OR2B11,0.428571429,0.419444444
6810,KLHL5,-0.371428571,0.497222222
6811,CACNA1G,0.657142857,0.175
6812,FOXI1,-0.371428571,0.497222222
6813,LINC01061,-0.371428571,0.497222222
6814,TRIM8,-0.371428571,0.497222222
6815,TRIOBP,-0.371428571,0.497222222
6816,B4GALT2,-0.371428571,0.497222222
6817,ACAD8,0.657142857,0.175
6818,RPS6KA2,-0.371428571,0.497222222
6819,ADAMTS15,-0.371428571,0.497222222
6820,AP1M2,0.428571429,0.419444444
6821,CSMD3,0.657142857,0.175
6822,POM121L12,0.657142857,0.175
6823,DAZAP2,0.657142857,0.175
6824,DKK1,0.657142857,0.175
6825,QKI,-0.371428571,0.497222222
6826,SLC16A3,-0.371428571,0.497222222
6827,CENPH,-0.371428571,0.497222222
6828,NEU4,-0.371428571,0.497222222
6829,TRIM43,-0.371428571,0.497222222
6830,EBPL,0.657142857,0.175
6831,LINC00473,-0.371428571,0.497222222
6832,ATP6V0A2,-0.371428571,0.497222222
6833,FBF1,0.428571429,0.419444444
6834,LCE1C,0.428571429,0.419444444
6835,MMP19,0.428571429,0.419444444
6836,OAS2,-0.371428571,0.497222222
6837,ALKBH1,0.657142857,0.175
6838,DNAJC3,-0.371428571,0.497222222
6839,LRRFIP2,-0.371428571,0.497222222
6840,CXCL8,-0.371428571,0.497222222
6841,DLGAP1,0.657142857,0.175
6842,SPAST,0.657142857,0.175
6843,PTPN18,0.428571429,0.419444444
6844,AICDA,-0.371428571,0.497222222
6845,RBM4B,-0.371428571,0.497222222
6846,RINT1,0.657142857,0.175
6847,MIR365B,-0.371428571,0.497222222
6848,TRPC4,-0.371428571,0.497222222
6849,RPS10P7,-0.371428571,0.497222222
6850,LOC643339,-0.371428571,0.497222222
6851,CROT,-0.371428571,0.497222222
6852,TRIM32,0.657142857,0.175
6853,HAX1,-0.371428571,0.497222222
6854,MMS22L,-0.371428571,0.497222222
6855,ZNF22-AS1,-0.371428571,0.497222222
6856,OASL,-0.371428571,0.497222222
6857,OPLAH,-0.371428571,0.497222222
6858,ROBO4,-0.371428571,0.497222222
6859,NR1D2,0.657142857,0.175
6860,SLC26A4,0.657142857,0.175
6861,CNTNAP3B,-0.371428571,0.497222222
6862,SPATA5L1,0.657142857,0.175
6863,GAR1,-0.371428571,0.497222222
6864,CTBP1-DT,0.428571429,0.419444444
